No.,Original No.,Page,Source PDF,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
87,87,11,BSED Filipino Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part1.pdf,Anong uri ng pangangatuwiran ang tanging sa Pilipinas lamang mayroon at wala sa anumang bansa?,,,Debate,,Balagtasan,,Pagtatalo,,Pep talk,,,,B,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
88,88,12,BSED Filipino Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part1.pdf,Pansinin ang mga paglalarawan at ibahagi ng pagtatalo at tukuyin ang uri nito. 1. ang bawat koponan ay binubuo ng dalawa o tatlong kasapi 2. May walo o sampung minuto ang bawat isa sa pagmamatuwid 3. Magkakaroon ng tigatlong sandali ng tanungan at pagtutuligsa ang mga kasapi 4. magkaroon ng limang sandali sa pagtuligsa ng punong ng bawat koponan,,,pagatatalong pormal,,pagtatalong Lincoln-Douglas,,Pagtatalong Oregon-Oxford,,Pagtatalong Oxford,,,,C,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
89,89,12,BSED Filipino Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part1.pdf,Ang mga sumusunod ay mga panununtunan sa pagkilatis ng isang salin ayon kay tylter (1972) maliban sa isa,,,Ang isang salin ay kailangan katulad na katulad ng orihinal sa diwa o mensahe nito.,,ang estilo at parran ng pagsulat ay kailangan katulad ng sa orihinal,,ang isang salin ay dapat na maging maluwag at nagaang basahing tulad ng orohinal,,Isanasaalang-alang sa pagsasalin ang saloobin at pananaw ng tagapagsalin,,,,D,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
90,90,12,BSED Filipino Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part1.pdf,Ang antas ng pagsalin na tumutukoy sa panlahat at grammatikal batay sa kaisipan himig ng damdamin at mga pagpapalagay na naglalantad ng kabuuang larawan kung saan iaakma ang lebel ng wika.,,,Cohesion Level,,Textual Level,,Referensyal Level,,Natural Level,,,,A,,LET Secondary,Filipino,Wika at Gramatika,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
91,91,12,BSED Filipino Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part1.pdf,"Ito ay isang uri ng pagsasali na umaayon sa parehong disenyo ang isinasalin kabilang na ang pagsasalin ng salita, parirala, pangungusap mula Filipino sa Ingles.",,,Pagsasaling Idyomatiko,,Pagsasaling Literal,,Pagsasalin ng mga Akdang teknikal,,Pagsasalin ng Tula,,,,B,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
92,92,12,BSED Filipino Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part1.pdf,Alin sa mga sumusunod ang panununtunan at pamantayan sa pagkakaron ng isang wasto at mabisang pagsasalin? 1. kailangan malinaw ang layunin ng orihinal na teksto 2. iba ang pagsasalin para sa mga bata kaysa sa mga matatanda 3. Kailangan maging konsistent ang anyo ng salin sa orihinal 4. Isaalang-alang ang tunay na pangangailangan,,,tambilang 1 at 2 lamang,,tambilang 3 at 4 lamang,,"tambilang 1,2 at 3",,"tambilang 1,2,3 at 4",,,,D,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
93,93,12,BSED Filipino Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part1.pdf,Ang mga sumusunod ay mga kailangan ng komunikatibong salin sa ayon kay newmark (1991) maliban sa isa.,,,Ang tuon ay sa tagasalin,,Matapat at mas malaya,,Mabsia at magaang basahin,,Mas maliwanag,,,,A,,LET Secondary,Filipino,Wika at Gramatika,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
94,94,12,BSED Filipino Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part1.pdf,Ito ay yugto ng pagsalin ayon kay newmark (1998) bilang paraan ng pagtataya kung nailipat nang sapat ang mensahe sa tungtunguhang lengguwahe at upang matiayak na taglay ng salin ang mga katangian ng isang mahusay na salin.,,,Paghahanda sa pagsalin,,Aktwal na pagsalin,,Rebisyon ng isalin,,Ebalwasyon,,,,D,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
95,95,13,BSED Filipino Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part1.pdf,Alinsa mga sumusunod ang katanggap-tanggap na syentipikong pananaliksik pangwika na may bangkop na pamagat alinsunod sa mga patakaran at pamantayan?,,,isang sarbey sa opportunidad na makapagtrabaho at mga programang pagsasanay wika.,,estilo ng pagkatuto ng mga Mag-aaral sa Ikaapat na taon sa sekondari ang kaugnayan nito a kanilang kakayahang komunikatibo: batayan para sa mungkahing balangkas pandiskurso,,Isang pag-aaral hinggil sa kalakasan at kahinaan sa filipino ng mag mag-aaral,,kaalamang pambalarila at pampanitikan ng mga mag-aaral sa mataas na paaralang arambulo,,,,B,,LET Secondary,Filipino,Pananaliksik,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
96,96,13,BSED Filipino Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part1.pdf,Alin sa mga sumusunod na layunin ang nasa afektib domeyn?,,,Nakakabuo ng isang daayogo oganho sa taludutd ng isang tula,,Naibibigay ang sariling pananaw hingil sa isyong tinalakay,,Nahahango ang mensahe ng texto at nailalapat ito sa aktwal na buhay,,Natataya ang kaisiningan ng pagkakabuo ng pinapanood na pelikula,,,,C,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
97,97,13,BSED Filipino Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part1.pdf,Alin sa mga sumusunod na set ng beheybyur ang nabibilang sa antas sintesis batay sa taksonomiya ng layunin ayon kay Bloom?,,,"ilarawn, isalin, ipakahulugan",,"Ilapat, idayagram, tugunan",,"Bumuo, balagkasin, pag-ugnayin",,"Suriin, pangatwiran, paghambingin",,,,C,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
98,98,13,BSED Filipino Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part1.pdf,Alin sa mga sumusunod na layunin ang may pinakamataas na antas?,,,Nailalapat ang kahalagahan ng textong binasa sa sariling karanasan,,"Nasusuri ang kwento ayon sa mga element, dulog at alituntunin",,Natutukoy ang pangunahing ideya sa mga detalyeng nasa texto,,Nakabubuo ng lagon mula sa nakasaad na impormasyon,,,,B,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
99,99,13,BSED Filipino Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part1.pdf,"Anong lawak ng kasanayan ang tinutukoy sa sumusunod na implakasyong pandiskurso? “Sa pagpili, pagpaplano at pagtalakay ng guro sa mga aralin pag-aaralan, kailangang palaging isasalang-alang a=ng guro kung paano at saan magagamit anf mga impormasyon a kaalamang anatamo sa anumang pag-aaral.”",,,Receptive area,,Reflective area,,Expressive area,,Intensive area,,,,C,,LET Secondary,Filipino,Pagtuturo ng Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
100,100,13,BSED Filipino Part1.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part1.pdf,Ano ang katotohanan sa likod ng konsepto ng pagkakatuto ng wika? 1. kapag ang isang tao ay may likas na kakayahan 2. kung ito ay nagmumla sa isnag bunga ng panggagaya o panggagad ng pagsasalita 3. kung ito ay mula sa proseso ng pakikihalubilo sa kapwa 4. kapag tinanggap o pinag-aralanito sa klase sa akademikong paraan.,,,1 at 2,,3 to 4,,"1, 2 at 3",,"1, 2, 3 at 4",,,,D,,LET Secondary,Filipino,Wika at Gramatika,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
101,1,1,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,Pagsunod-sunurin ang mga pangyayari ayon sa obra maestra Ibong adarna. 1. Sinabe ng ermitanyo kay Don Juan na ang Adarna ay may taglay na engkato 2. Binigyan ng labaha at pitong dayap ang prinsipe upang mapaglabanan ang antok 3. Natagpuan ni Don Juan ang dampung ang dampang itinuro ng matanda 4. Nakita ng prinsipe ang ibinigay niyang tinapay sa matanda sa hapag kainan ng Ermitanyo 5. Ipinagtapat ni Don Juan sa Ermitanyo ang sadya niya,,,5-1-3-4-2,,2-5-1-4-3,,3-4-5-1-2,,1-2-3-4-5,,,,C,,LET Secondary,Filipino,Panitikan,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
102,2,1,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,Dugtungan ang sumusunod ng t aludtud upang mabuo ang kanyang ang saknong ayon sa taglay nitong kaisipan na halaw sa obra maestrang Ibong Adarna. Bakit ang ibong adarna sinasabing anog ganda…….,,,Ito’y kanyang binulungan ng balak na kataksilan,,May araw ring malalaman ang nangyaring kataksilan,,"Ngayo’y ayaw nang kumanta, nanlulugo’t pumapangit pa",,Sa ama’y agad naturing “Ibong Adarna’y dala naming” Kung dudugtangan ang nabanggit na na taludtulad na halaw sa isa kabanata obra maestrang Ibong Adarna sinasabing anong ganda Ngayo’y ayaw nang kumanta nanlulugo’t pumangit pa,,,,C,,LET Secondary,Filipino,Panitikan,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
103,3,1,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,"Pilin ang may wastong pamagat ng akdang Asyano, ang bansang kinakatawan orihinal na may akda at nagsalin nito.",,question_image_page_01_q03 (/Users/lyndon/reviewnatin/output/pdf/images/bsed_filipino_sept2026/question_image_page_01_q03.png),,,,,,,,,,,D,,LET Secondary,Filipino,Panitikan,3,Yes,,0.92,Needs Image Extraction,"Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key. Source item has a connected visual: Table of Asian literary works, country, author, and translator."
104,4,1,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,"Sa akdang “Daigdig na walang Hanggan” na salin ni Elizabeth Aguilar mula sa orihinal na “An Endless World” ni Kabir ng India, ano ang tinutukoy na daigdig na walang hanggan?",,,Planeta,,Paraiso,,Langit,,Mundo,,,,C,,LET Secondary,Filipino,Panitikan,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
105,5,1,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,Ibigay ang pahiwatig ng akdang mula sa Bansang Hapon na “ Tumatanggap ako ng mga Bulaklak sa Araw na ito” ni Saki Ballesteros at salin ni Ria Ross Alonso,,,Wagas na pag-ibig na iniaalay ng mga kalalakihan sa mga kababaihan,,Pagkahumaling ng mga kababaihan sa bulaklak bilang tanda ng pagmamahal,,Hinggil sa pananakit na sinapit ng mga kababaihan sa kamay ng kanilang asawa,,Mga panahong hindi malilimutan at patuloy na ginugunita sa tulong ng mga bulaklak,,,,C,,LET Secondary,Filipino,Panitikan,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
106,6,1,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,Pansinin at unawaing mabuti naturang halimbawa ng pamatnubay sa ibaba tukuyin ang uri nito. Hala bira para sa UPCAS sa muling pagsungkit ng Regional Cup,,,Parody Lead,,Epigram lead,,Punch lead,,Startler o Astonsiher Lead,,,,D,,LET Secondary,Filipino,Pagbasa at Pagsulat,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
107,7,1,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,Ito ay uri ng balita na nababatay sa tunay na pangyayari na gaya ng pagkakaayos ng kwento.,,,accident story,,news feature,,In-depth news,,News brief,,,,B,,LET Secondary,Filipino,Pagbasa at Pagsulat,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
108,8,2,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,Alin sa mga sumusunod ang isang halimbawa ng editorial na namumuna?,,,Pacquiao: sa pagbuklod ng lahing Pilipino,,itaguyod ang K to 12: tugon laban sa Deskriminasyon sa Asya,,Paglaganap ng AIDS: Paano Maiiwasan?,,Trabaho sa ibang bansa: pera o pamliya?,,,,D,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
109,9,2,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,Pag-ugnayin ang akda at ang karaniwang rehiyon nito.,,,Pananambitan : Bisaya,,Pabanud : Pampanga,,Badeng : Bikol,,Paghidlawas |: Pangasinan,,,,B,,LET Secondary,Filipino,Panitikan,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
110,10,2,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,Isang kwentong rehiyunal na sumasalim sa kahirapan ng buhay ng mga tao sa panahon ng digmaan.,,,Ang hunsoy (Cebu),,Si pingkaw,,Si hadis (Tausug),,Isang hadis (bikol),,,,A,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
111,11,2,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,Ang pangunahing tauhan sa patulang akdang kapampangan na pinagamatang “Ang Baho ng Central “ na isang amang mangingsda na namatayan ng anak bunga ng kahirapan dahil sa patuloy na pagdumi ng dagat na pinagkukunan niya ng ikinabubuhay.,,,Berto,,Delfin,,Imo,,Sendong,,,,B,,LET Secondary,Filipino,Panitikan,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
112,12,2,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,Isang akdang rehiyunal na tumutukoy sa mga dasal at kabutihang loob para sa buhay na walang hanggan kasama ang ilang panrelihiyong paniniwala ng Muslim,,,Agyu,,Delfin,,Imo,,Sendong,,,,C,,LET Secondary,Filipino,Panitikan,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
113,13,2,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,"Ayon sa akdang bikol na pinamagatang “Piyon” ni Honesto M. Pesino, jr. ano ang ipinanalangin at sinasambit ng piyon n asana lunurin ng tubig sa timba sa timba?",,,kasalanan,,kasamaan,,kahinaan,,kahirapan,,,,D,,LET Secondary,Filipino,Panitikan,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
114,14,2,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,"Ayon sa kwentong Pangasinan na pinamagatang “Gayuma ni Lolo Simeon” ni Leornarda Carrera, nagamit ba ni Felino ang gayuma sa panunuyo sa pagsungkit sa puso ni Celia?",,,"Oo, kaya’t sa huli sila’y nagging mag-asawa",,"Hindi, sapagkat binagabag siya ng kanyang konsensya",,"Oo, upang mapagtagumpaya niya ang kanyang pagkatorpe sa dalaga",,"Hindi, bagama’t pina ang binata hinggil ditto.",,,,D,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
115,15,2,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,"Ibigay ang mensaheng haid ng sumusund na pahiwatig mula sa akdang Cebuano na “Paalam na sa Pagakabata” “Ang langit ay nasa tao, hinid nakikita, hindi nahihipo, hindi naabot.”",,,Ang langit ay lugar na tao na itinuturing na paraiso,,"Ang langit ay nasa puso ng isang tao, ang kabutihang loob, kapayapaan ng isisp at kalinisan ng budhi ang kaganapan nito",,"Ang langit kailanman ay di makikita, mahihipo o maabot ng tao.",,Ang langit ay inihanda para as tao at ito’y hindi makikita at maabot lalo na ng mga yaong hindi nararapat ditto.,,,,B,,LET Secondary,Filipino,Panitikan,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
116,16,2,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,"Ibigay ang damdaming napapaloob sa sumusunod na kaisipang halaw sa kwentong “ Si pingkaw”. ……….. Sa tunggalian ng pamumuhay sa tamabakan, naroon ang isang taong handang tumapak sa ilong ng kanyang kapwa tao mabuhay lamang.",,,Pagkainggit,,Pagkamakasarili,,Pag-iimbot,,Mapanghusga,,,,B,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
117,17,3,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,Isang uri ng makabagong awit na kadalasan binibigkas nang patula ang bawat linya nito na magkakatugma sa saliw ng isang naangkop na tugtugin.,,,Acoustic,,Rock music,,Rap,,Ballad,,,,C,,LET Secondary,Filipino,Panitikan,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
118,18,3,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,"Naging popular sa kulturang Pilipino ang pagkahumaling sa mga bayaning may taglay na kakaibang kapangyarihan sa pagtanggol sa sanlibutan at inidolo ng baying tulad nina Capt. Barbel, Dyesebel, Gagambino at lastikman na mga kathang – isip ng malikot na guniguni ni Mars Ravelo. Sa anong unang komiks ito ang unang naiguhit at nabasa ng masa?",,,Aliwan,,Klasik,,Pilipino,,Hiwaga,,,,C,,LET Secondary,Filipino,Panitikan,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
119,19,3,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,"Si darna isang kathang-isip ay isang babaing tagapagtangol ng daigdig mula sa mga element ng kasamaang mula sa ibang planeta. Sa pagsasapelikula ng ng nasabing akdang pangkomiks, sino ang unang gumanap bilang darna?",,,Liza Moreno,,Gina Pareno,,Vilma Santos,,Rosa Del Rosario,,,,D,,LET Secondary,Filipino,Panitikan,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
120,20,3,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,Ito ang may pinakamahanbang soap opera o teleserye na nakahiligan ng mga Pilipino sa kani-kanilang tahanan sa kasaysayan ng telebisyon?,,,Pangako sa iyo,,Mara Clara,,Gulong ng palad,,Yagit,,,,B,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
121,21,3,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,Pinuntahan __________ mag-aaral ang maraming pook na nagging bahagi ng kasaysayan.,,,ang,,ng,,nang,,ni,,,,B,,LET Secondary,Filipino,Pagtuturo ng Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
122,22,3,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,Ipinakita ng anany kay Osang ang paglinis ng isda “tignan mong mabuit_______________ ang paglilinis ng isda” ang sambit nya niya.,,,gayon,,ganito,,ganyan,,ganoon,,,,B,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
123,23,3,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,"Halika, kausapin natin ____________ Charito at loida upang huwag mainip habang hinihintay ang ating kasama.",,,sina,,si,,nina,,nina,,,,A,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
124,24,3,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,Binasa ______ Nenita at Blesida ang mga aklat na ipinadala sa kanila ng kanilang ina tiya.,,,nila,,kina,,kila,,nina,,,,D,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
125,25,3,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,Ang sakahan ninyo at ang sa amin ay __________ subalit ang inaani naming palay ay _____________.,,,magsinglaki:marami,,kasinglaki: kasingdami,,magsinlaki: hihgit na marami,,malaki: marami,,,,C,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
126,26,4,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,Halos ay _________ na dumating sa pagdiriwang kahapon sina Nita at Tenza.,,,magkasabay,,magkakasabay,,sabay-sabay,,sinasabay,,,,A,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
127,27,4,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,Bakit ka ba pawisang-pawisan? ___________ mo ang pawis mo sa iyong mukha .,,,Pahirin,,Pahiran,,Pahidan,,Ipahid,,,,A,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
128,28,4,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,Ating _________________ ang kanyang kakayahan sa pagsulat ng maikling katha.,,,isubok,,subukin,,subukan,,masubok,,,,B,,LET Secondary,Filipino,Pagbasa at Pagsulat,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
129,29,4,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,"Maraming pananim sa aming bakuran, _________________ patola ampalaya at okra.",,,bukod sa,,maliban sa,,sa halip n,,kaysa,,,,A,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
130,30,4,BSED Filipino Part2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Filipino-/BSED Filipino Part2.pdf,Pagsunod-sunurin ang mga pangyayri upang ang diwa ng talata. 1. Ibinalita ito sa kanyang ina 2. Nalaman niya ang resulta 3. Naghanda sila ng kaunting salu-salo 4. Tuwang tuwa sia sa pagkakapasa ni Ana 5. Nakapasas sa pagsusulat si Ana sa LET,,,5-2-1-4-3,,3-5-2-4-1,,2-5-1-4-3,,1-4-2-5-3,,,,A,,LET Secondary,Filipino,Filipino,3,No,,0.92,Ready for Upload,Path and PDF header indicate BSED/Secondary Filipino. Correct answer sourced from source PDF answer key.
