No.,Original No.,Page,Source PDF,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
121,21,2,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The primary purpose of sectional views is to:,,,Show hidden internal details,,Display color,,Make drawings attractive,,Indicate dimensions,,,,A,Purpose of sectional view.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
122,22,3,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,Which type of drawing uses a vanishing point for depth?,,,Perspective drawing,,Orthographic projection,,Isometric view,,Pictorial drawing,,,,A,Uses vanishing point.,LET Secondary,Technology and Livelihood Education,Drafting and CAD,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
123,23,3,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,"In reading mechanical drawings, tolerances indicate:",,,Artistic preference,,Allowable variation in size,,Unit conversion,,Blueprint scaling,,,,B,Definition of tolerance.,LET Secondary,Technology and Livelihood Education,Drafting and CAD,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
124,24,3,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The process of refining a drawing to meet engineering standards is called:,,,Draft checking,,Dimensioning,,Detailing,,Scaling,,,,C,Refining to standards.,LET Secondary,Technology and Livelihood Education,Drafting and CAD,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
125,25,3,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,A bill of materials (BOM) includes:,,,"Cost, materials, and quantities",,Blueprint sizes only,,Time schedules,,Machine specifications only,,,,A,BOM contents.,LET Secondary,Technology and Livelihood Education,Production Technology,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
126,26,3,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The conductor that carries current back to the source is the:,,,Live wire,,Neutral wire,,Ground wire,,Insulator,,,,B,Returns current to source.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
127,27,3,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The maximum safe current a wire can carry without overheating is its:,,,Voltage drop,,Current rating,,Ampacity,,Resistance,,,,C,Safe current capacity.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
128,28,3,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The process of connecting all metallic parts to a common ground point is called:,,,Grounding,,Bonding,,Shorting,,Earthing,,,,B,Equalizing electrical potential.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
129,29,3,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,Which electrical component stores electrical charge?,,,Resistor,,Capacitor,,Inductor,,Transformer,,,,B,Stores charge.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
130,30,3,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The most accurate method of testing continuity in a circuit is by using a:,,,Test lamp,,Ohmmeter,,Multimeter,,Ammeter,,,,C,Tests continuity.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
131,31,3,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The safety device that automatically cuts power in case of leakage current is a:,,,Fuse,,Circuit breaker,,Residual current device (RCD),,Regulator,,,,C,Detects leakage current.,LET Secondary,Technology and Livelihood Education,Workshop Safety and Organization,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
132,32,4,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The correct color coding for live wires in a 220V system is:,,,Red or Brown,,Green,,Blue,,White,,,,A,Color for live wires.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
133,33,4,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The best material for electrical conductors is:,,,Iron,,Copper,,Aluminum,,Steel,,,,B,Best conductor.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
134,34,4,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The primary goal of industrial safety management is:,,,To reduce accidents and promote health,,To improve design quality,,To increase labor output,,To enforce productivity,,,,A,Safety goal.,LET Secondary,Technology and Livelihood Education,Workshop Safety and Organization,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
135,35,4,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,A fire extinguisher labeled “Class C” is used for:,,,Paper and wood fires,,Electrical fires,,Flammable liquids,,Metal fires,,,,B,For Class C extinguisher.,LET Secondary,Technology and Livelihood Education,Workshop Safety and Organization,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
136,36,4,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The standard first aid for chemical burns is to:,,,Apply ointment,,Rinse with running water,,Cover with cloth,,Apply heat,,,,B,First aid for chemical burns.,LET Secondary,Technology and Livelihood Education,Workshop Safety and Organization,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
137,37,4,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The best preventive measure for electrical shock is:,,,Use dry hands and proper grounding,,Wear metal gloves,,Disconnect fuse,,Increase voltage,,,,A,Prevents shock.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
138,38,4,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The safety device that prevents backflow of power in generators is the:,,,Rectifier,,Diode,,Relay,,Circuit breaker,,,,B,Prevents backflow.,LET Secondary,Technology and Livelihood Education,Workshop Safety and Organization,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
139,39,4,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The common cause of workshop accidents is:,,,Fatigue and carelessness,,Equipment shortage,,Poor design,,Tool age,,,,A,Common accident cause.,LET Secondary,Technology and Livelihood Education,Workshop Safety and Organization,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
140,40,4,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,A motor that operates on both AC and DC current is called:,,,Synchronous motor,,Universal motor,,Induction motor,,Series motor,,,,B,Works on both AC/DC.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
141,41,4,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The main difference between an AC and DC generator is:,,,Output type,,Size,,Fuel,,Shape,,,,A,Difference between AC/DC generators.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
142,42,4,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The machine that converts electrical energy into mechanical energy is:,,,Generator,,Motor,,Transformer,,Inverter,,,,B,Converts electrical to mechanical energy.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
143,43,5,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The tool used to measure small dimensions accurately is a:,,,Caliper,,Micrometer,,Ruler,,Scale,,,,B,For precise measurement.,LET Secondary,Technology and Livelihood Education,Drafting and CAD,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
144,44,5,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The lathe machine operation that reduces diameter is called:,,,Facing,,Turning,,Boring,,Drilling,,,,B,Reduces diameter.,LET Secondary,Technology and Livelihood Education,Metalwork and Welding,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
145,45,5,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,"In belt drive systems, belt tension should be:",,,Loose,,Tight,,Moderate,,Irregular,,,,C,Correct belt tension.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
146,46,5,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The primary function of a gearbox is to:,,,Transmit power and adjust speed,,Increase torque only,,Store power,,Control voltage,,,,A,Gearbox function.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
147,47,5,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The symbol “Ω” in electrical circuits represents:,,,Ohm,,Ampere,,Volt,,Watt,,,,A,Symbol “Ω”.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
148,48,5,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,"In power transmission, transformers are used to:",,,Change voltage levels,,Regulate current,,Measure load,,Generate electricity,,,,A,Transformer function.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
149,49,5,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,"The system of coordinating tools, machines, and workers efficiently is:",,,Industrial management,,Production planning,,Process control,,Quality assurance,,,,A,Coordinates production.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
150,50,5,BSED TLEd-IA P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P2.pdf,The ultimate goal of Industrial Arts teaching is to:,,,Train industrial workers,,"Develop self-reliant, skilled, and safety-conscious individuals",,Focus on manual skills alone,,Prioritize technical drawings only,,,,B,Core teaching goal.,LET Secondary,Technology and Livelihood Education,TLE Teaching and Assessment,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
151,1,1,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The process of shaping metal by hammering or pressing is called:,,,Casting,,Forging,,Welding,,Soldering,,,,B,Shaping metal by hammering.,LET Secondary,Technology and Livelihood Education,Metalwork and Welding,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
152,2,1,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The main alloying element in stainless steel is:,,,Carbon,,Nickel,,Chromium,,Copper,,,,C,Main alloy in stainless steel.,LET Secondary,Technology and Livelihood Education,Metalwork and Welding,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
153,3,1,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The process of heating and slowly cooling metal to soften it is:,,,Quenching,,Tempering,,Annealing,,Hardening,,,,C,Softens metal by slow cooling.,LET Secondary,Technology and Livelihood Education,Metalwork and Welding,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
154,4,1,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The term “ferrous metal” refers to metals that contain:,,,Aluminum,,Iron,,Copper,,Zinc,,,,B,Present in ferrous metals.,LET Secondary,Technology and Livelihood Education,Metalwork and Welding,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
155,5,1,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The tool used to hold metal firmly while filing or cutting:,,,Clamp,,Vise,,Pliers,,Grip,,,,B,Holds metal firmly.,LET Secondary,Technology and Livelihood Education,Metalwork and Welding,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
156,6,1,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The blacksmith’s main working table for forging is called:,,,Bench,,Anvil,,Block,,Stake,,,,B,Blacksmith’s working base.,LET Secondary,Technology and Livelihood Education,Metalwork and Welding,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
157,7,1,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,A file used for finishing curved surfaces is the:,,,Flat file,,Half-round file,,Triangular file,,Round file,,,,B,Used for curved surfaces.,LET Secondary,Technology and Livelihood Education,Metalwork and Welding,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
158,8,1,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The measurement used to determine wire thickness is:,,,Gauge,,Inch,,Millimeter,,Volt,,,,A,Measures wire thickness.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
159,9,1,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The process of joining metals using a filler and heat below melting point is:,,,Brazing,,Welding,,Soldering,,Riveting,,,,C,Joins metals below melting point.,LET Secondary,Technology and Livelihood Education,Metalwork and Welding,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
160,10,1,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The device that prevents excessive current flow in a circuit:,,,Resistor,,Switch,,Fuse,,Relay,,,,C,Prevents overcurrent.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
161,11,2,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The unit of electrical resistance is:,,,Volt,,Ohm,,Ampere,,Watt,,,,B,Unit of resistance.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
162,12,2,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The instrument used to measure electric current is:,,,Voltmeter,,Ammeter,,Ohmmeter,,Wattmeter,,,,B,Measures current.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
163,13,2,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The three main parts of an electric motor are:,,,"Rotor, stator, and commutator",,"Armature, battery, and brush",,"Coil, plug, and fuse",,"Wire, resistor, and diode",,,,A,Parts of motor.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
164,14,2,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,A series circuit means:,,,One path for current,,Multiple paths,,Closed and open circuits combined,,Current bypass,,,,A,Series circuit.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
165,15,2,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The total resistance in a series circuit is:,,,The same as one resistor,,The sum of all resistances,,The product of all resistances,,Half the total voltage,,,,B,Total series resistance.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
166,16,2,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The standard color for grounding wire is:,,,Black,,Green,,Red,,White,,,,B,Color for ground wire.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
167,17,2,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,Ohm’s Law states that current is directly proportional to:,,,Power,,Resistance,,Voltage,,Temperature,,,,C,Directly proportional to current.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
168,18,2,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The formula for electrical power is:,,,P = V × I,,P = V / I,,P = I² / R,,P = V + R,,,,A,Power formula.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
169,19,2,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The flow of electric current is the movement of:,,,Atoms,,Electrons,,Protons,,Neutrons,,,,B,Flow in current.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
170,20,2,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The conductor with the least resistance is:,,,Aluminum,,Iron,,Copper,,Silver,,,,D,Best conductor.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
171,21,2,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The process of connecting electrical components is called:,,,Circuit wiring,,Installation,,Assembly,,Layout,,,,A,Connecting components.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
172,22,3,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The protective device that can be reset after tripping is:,,,Fuse,,Circuit breaker,,Relay,,Switch,,,,B,Can be reset.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
173,23,3,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The symbol “Ω” stands for:,,,Resistance,,Voltage,,Power,,Current,,,,A,Represented by Ω.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
174,24,3,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,A short circuit occurs when:,,,Load is disconnected,,Live and neutral wires touch,,Fuse is blown,,Current drops,,,,B,Short circuit cause.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
175,25,3,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The device that stores electrical energy temporarily is:,,,Capacitor,,Resistor,,Transformer,,Conductor,,,,A,Stores charge.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
176,26,3,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The best method to teach tool usage safely is through:,,,Demonstration,,Lecture,,Group reporting,,Oral recitation,,,,A,Safest teaching method.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
177,27,3,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,Preventive maintenance means:,,,Repairing broken equipment,,Regular inspection to avoid damage,,Ignoring worn tools,,Replacing machines only,,,,B,Preventive maintenance.,LET Secondary,Technology and Livelihood Education,Workshop Safety and Organization,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
178,28,3,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,The purpose of shop organization is to:,,,Store unused items,,Ensure safety and efficiency,,Create clutter,,Encourage competition,,,,B,Shop organization purpose.,LET Secondary,Technology and Livelihood Education,Industrial Arts,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
179,29,3,BSED TLEd-IA P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - TLEd Industrial Arts-/BSED TLEd-IA P3.pdf,"In teaching Industrial Arts, OBE emphasizes:",,,Student performance and mastery,,Teacher explanation,,Memorization,,Standard tests,,,,A,OBE focus.,LET Secondary,Technology and Livelihood Education,TLE Teaching and Assessment,3,No,,0.98,Ready for Upload,Path indicates BSED/Secondary. Correct answer and rationale sourced from source PDF answer key.
