No.,Original No.,Page,Source PDF,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
92,17,2,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,Which art form combines words and rhythm?,,,Poetry,,Sculpture,,Painting,,Architecture,,,,A,Answer key: Poetry,LET Secondary,Culture and Arts Education,Visual Arts and Design Principles,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
93,18,2,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The “Pahiyas Festival” honors:,,,San Isidro Labrador,,Santo Niño,,Saint Peter,,Our Lady of Peñafrancia,,,,A,Answer key: San Isidro Labrador,LET Secondary,Culture and Arts Education,Philippine Festivals,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
94,19,2,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The “T’boli” dream weavers produce:,,,T’nalak cloth,,Abaca baskets,,Bamboo flutes,,Rattan mats,,,,A,Answer key: T’nalak cloth,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
95,20,2,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The “principle of proportion” means:,,,Relationship between parts and whole,,Dominance of texture,,Movement of lines,,Rhythm in color,,,,A,Answer key: Relationship between parts and whole,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
96,21,2,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,“Multimedia art” combines:,,,"Sound, video, and visuals",,Music only,,Sculpture and paint,,Textiles only,,,,A,"Answer key: Sound, video, and visuals",LET Secondary,Culture and Arts Education,Contemporary and Digital Arts,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
97,22,2,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The process of preserving cultural identity through documentation is:,,,Cultural preservation,,Modernization,,Globalization,,Colonization,,,,A,Answer key: Cultural preservation,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
98,23,3,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The “Malong” is a traditional attire from:,,,Maranao,,Igorot,,Ilocano,,Pampango,,,,A,Answer key: Maranao,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
99,24,3,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,“Environmental art” focuses on:,,,Nature and ecological awareness,,Political protest,,Portraits,,Religious devotion,,,,A,Answer key: Nature and ecological awareness,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
100,25,3,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,“Philippine Art” during the Spanish period was dominated by:,,,Religious themes,,Abstract design,,Social realism,,Nationalism,,,,A,Answer key: Religious themes,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
101,26,3,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The “principle of repetition” creates:,,,Rhythm and unity,,Chaos,,Sharp contrast,,Stillness,,,,A,Answer key: Rhythm and unity,LET Secondary,Culture and Arts Education,Visual Arts and Design Principles,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
102,27,3,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The “Angono Petroglyphs” are examples of:,,,Prehistoric rock carvings,,Modern murals,,Religious icons,,Colonial sculpture,,,,A,Answer key: Prehistoric rock carvings,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
103,28,3,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The “Singkil” dance portrays:,,,An episode from the Darangen epic,,A harvest ritual,,Spanish courtship,,Modern romance,,,,A,Answer key: An episode from the Darangen epic,LET Secondary,Culture and Arts Education,Performing Arts,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
104,29,3,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The “Bamboo organ” is found in:,,,Las Piñas City,,Cebu,,Baguio,,Davao,,,,A,Answer key: Las Piñas City,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
105,30,3,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,“Art pedagogy” in the 21st century encourages:,,,Integration of technology and creativity,,Focus on memorization,,Teacher-centered instruction,,Skill drills only,,,,A,Answer key: Integration of technology and creativity,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
106,31,3,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The art element that represents depth is:,,,Space,,Value,,Shape,,Texture,,,,A,Answer key: Space,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
107,32,3,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The “principle of variety” ensures:,,,Interest and dynamic quality,,Equal repetition,,Plain composition,,Symmetry only,,,,A,Answer key: Interest and dynamic quality,LET Secondary,Culture and Arts Education,Visual Arts and Design Principles,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
108,33,3,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The “principle of rhythm” is achieved through:,,,Repetition of visual elements,,Sudden changes,,Absence of balance,,Random color,,,,A,Answer key: Repetition of visual elements,LET Secondary,Culture and Arts Education,Visual Arts and Design Principles,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
109,34,4,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The “Ifugao Hudhud” is declared by UNESCO as:,,,Masterpiece of Oral Heritage,,Cultural reserve,,Modern art form,,Local ritual,,,,A,Answer key: Masterpiece of Oral Heritage,LET Secondary,Culture and Arts Education,Cultural Heritage and Preservation,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
110,35,4,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The “Vinta” boats of Zamboanga are known for their:,,,Colorful sails,,Speed,,Sound,,Carvings,,,,A,Answer key: Colorful sails,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
111,36,4,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,A “mosaic” is an art made of:,,,Small colored pieces arranged together,,Wood and bamboo,,Fabric weaving,,Glass painting,,,,A,Answer key: Small colored pieces arranged together,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
112,37,4,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The “Salakot” symbolizes:,,,Filipino dignity and practicality,,Foreign influence,,Colonial rule,,Economic power,,,,A,Answer key: Filipino dignity and practicality,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
113,38,4,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,“Installation art” differs because it:,,,Occupies a space and interacts with viewers,,Is always painted,,Uses fabric,,Is musical,,,,A,Answer key: Occupies a space and interacts with viewers,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
114,39,4,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,“Color harmony” achieves:,,,Pleasing combinations of hues,,Sharp contrasts,,Unequal tones,,Monotony,,,,A,Answer key: Pleasing combinations of hues,LET Secondary,Culture and Arts Education,Visual Arts and Design Principles,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
115,40,4,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,“Symbolism” in art conveys:,,,Deeper meanings through images,,Literal representation,,Physical balance,,Mechanical form,,,,A,Answer key: Deeper meanings through images,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
116,41,4,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The “Sinulog” festival honors:,,,Santo Niño,,San Isidro,,Saint Michael,,Saint Peter,,,,A,Answer key: Santo Niño,LET Secondary,Culture and Arts Education,Philippine Festivals,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
117,42,4,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The “principle of unity” is achieved when:,,,All elements form a complete whole,,One element dominates all others,,Repetition is avoided,,Colors are separated,,,,A,Answer key: All elements form a complete whole,LET Secondary,Culture and Arts Education,Visual Arts and Design Principles,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
118,43,4,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,“Minimalism” is characterized by:,,,Simplicity and few elements,,Complex detail,,Bright color schemes,,Layered design,,,,A,Answer key: Simplicity and few elements,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
119,44,4,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,“Art education” enhances:,,,Creative and critical thinking skills,,Test performance,,Rote memorization,,Manual copying,,,,A,Answer key: Creative and critical thinking skills,LET Secondary,Culture and Arts Education,Arts Education Pedagogy,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
120,45,5,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The “principle of dominance” means:,,,One element stands out among others,,Equal focus,,Absence of emphasis,,Random shapes,,,,A,Answer key: One element stands out among others,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
121,46,5,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,“Contemporary art” reflects:,,,Current issues and modern expression,,Ancient techniques only,,Traditional repetition,,Colonial influence,,,,A,Answer key: Current issues and modern expression,LET Secondary,Culture and Arts Education,Contemporary and Digital Arts,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
122,47,5,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The “Pagdayaw” festival celebrates:,,,Ilocano thanksgiving and heritage,,Bicolano devotion,,Visayan harvest,,Moro dance,,,,A,Answer key: Ilocano thanksgiving and heritage,LET Secondary,Culture and Arts Education,Philippine Festivals,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
123,48,5,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The “Ati-atihan” festival is celebrated in:,,,"Kalibo, Aklan",,Bacolod,,Davao,,Batangas,,,,A,"Answer key: Kalibo, Aklan",LET Secondary,Culture and Arts Education,Philippine Festivals,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
124,49,5,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,“Cultural literacy” means:,,,Understanding and appreciating one’s cultural background,,Knowing foreign languages,,Reading ancient texts,,Performing classical art,,,,A,Answer key: Understanding and appreciating one’s cultural background,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
125,50,5,BSED CAEd P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P2.pdf,The “principle of contrast” is used to:,,,Highlight differences between elements,,Equalize design,,Create monotony,,Blur edges,,,,A,Answer key: Highlight differences between elements,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
126,1,1,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,The primary purpose of arts education is to:,,,Foster creativity and cultural understanding,,Promote memorization of art history,,Focus on technique only,,Encourage competition,,,,A,Answer key: Foster creativity and cultural understanding,LET Secondary,Culture and Arts Education,Arts Education Pedagogy,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
127,2,1,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,The “principle of unity” in art ensures:,,,All elements work together harmoniously,,Emphasis on one color,,Avoidance of contrast,,Random arrangement,,,,A,Answer key: All elements work together harmoniously,LET Secondary,Culture and Arts Education,Visual Arts and Design Principles,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
128,3,1,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,The “National Artist Award” is given to:,,,Filipinos who have made outstanding contributions to the arts,,Teachers in science,,Athletes,,Politicians,,,,A,Answer key: Filipinos who have made outstanding contributions to the arts,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
129,4,1,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,“Guillermo Tolentino” is known for creating:,,,The Oblation sculpture,,The Spoliarium,,The Builders,,The Fisherman,,,,A,Answer key: The Oblation sculpture,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
130,5,1,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,“Botong Francisco” is regarded as the:,,,Greatest muralist of the Philippines,,Father of modern sculpture,,Abstract expressionist,,Contemporary dancer,,,,A,Answer key: Greatest muralist of the Philippines,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
131,6,1,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,“Amorsolo’s” paintings are known for:,,,Radiant light and rural life scenes,,Dark abstract shapes,,Western techniques only,,Religious icons,,,,A,Answer key: Radiant light and rural life scenes,LET Secondary,Culture and Arts Education,Visual Arts and Design Principles,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
132,7,1,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,“Anita Magsaysay-Ho” often portrayed:,,,Women at work in daily Filipino life,,Men in politics,,Western dancers,,Abstract landscapes,,,,A,Answer key: Women at work in daily Filipino life,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
133,8,1,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,“Jose Joya” introduced:,,,Abstract expressionism in the Philippines,,Neo-classicism,,Realism,,Romanticism,,,,A,Answer key: Abstract expressionism in the Philippines,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
134,9,1,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,“Napoleon Abueva” is the:,,,Father of modern Philippine sculpture,,Father of folk dance,,Modern printmaker,,Architect of CCP,,,,A,Answer key: Father of modern Philippine sculpture,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
135,10,1,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,The “Cultural Center of the Philippines (CCP)” was designed by:,,,Leandro Locsin,,Juan Nakpil,,Pablo Antonio,,Ildefonso Santos,,,,A,Answer key: Leandro Locsin,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
136,11,1,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,“Benedicto Cabrera (BenCab)” is known for:,,,Expressive figurative paintings of Filipina women,,Modern architecture,,Realistic portraits of heroes,,Folk literature,,,,A,Answer key: Expressive figurative paintings of Filipina women,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
137,12,2,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,The “Philippine High School for the Arts” is located in:,,,"Mount Makiling, Laguna",,Baguio City,,Manila,,Iloilo,,,,A,"Answer key: Mount Makiling, Laguna",LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
138,13,2,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,“Victorio Edades” is recognized as:,,,The Father of Modern Philippine Art,,The first National Artist for Music,,A contemporary sculptor,,A poet,,,,A,Answer key: The Father of Modern Philippine Art,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
139,14,2,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,"“Luzon, Visayas, and Mindanao” represent:",,,Regional diversity in Philippine arts and culture,,Three art movements,,Art materials,,Dance forms,,,,A,Answer key: Regional diversity in Philippine arts and culture,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
140,15,2,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,“Carlos ‘Botong’ Francisco’s” murals depict:,,,Philippine history and heritage,,Modern abstract forms,,Mythological creatures,,Industrial scenes,,,,A,Answer key: Philippine history and heritage,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
141,16,2,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,The “Okir” design is associated with:,,,Maranao and Islamic art,,Ilocano weaving,,Cordilleran tattoos,,Tagalog sculpture,,,,A,Answer key: Maranao and Islamic art,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
142,17,2,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,“T’nalak” weaving is done by:,,,T’boli women based on their dreams,,Maranao men,,Ilocano artisans,,Tagalog farmers,,,,A,Answer key: T’boli women based on their dreams,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
143,18,2,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,“Lucresia Kasilag” contributed to:,,,Philippine music and composition,,Visual art,,Sculpture,,Film,,,,A,Answer key: Philippine music and composition,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
144,19,2,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,“Lino Brocka” is known for his work in:,,,Film and social realism,,Architecture,,Dance,,Poetry,,,,A,Answer key: Film and social realism,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
145,20,2,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,“Ramon Obusan” is a:,,,Folk dance researcher and choreographer,,Music composer,,Visual artist,,Architect,,,,A,Answer key: Folk dance researcher and choreographer,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
146,21,2,BSED CAEd P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Culture and Arts Education-/BSED CAEd P3.pdf,“Ryan Cayabyab” is famous for:,,,Contemporary music and choral compositions,,Dance choreography,,Painting,,Sculpture,,,,A,Answer key: Contemporary music and choral compositions,LET Secondary,Culture and Arts Education,Culture and Arts Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Culture and Arts Education major. Correct answer sourced from source PDF answer key.
