No.,Original No.,Page,Source PDF,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
138,38,4,BSED TVTED P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P2.pdf,The process of cleaning kitchen tools after use:,,,Soaking,,Sanitizing,,Drying,,Polishing,,,,B,Sanitizing – Reduces germs and bacteria to safe levels after washing.,LET Secondary,Technology and Livelihood Education,Home Economics and Food Technology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
139,39,4,BSED TVTED P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P2.pdf,The best way to store leftover food:,,,Leave uncovered,,Cover and refrigerate immediately,,Place near heat,,Store in open containers,,,,B,Cover and refrigerate immediately – Maintains freshness and prevents spoilage.,LET Secondary,Technology and Livelihood Education,Home Economics and Food Technology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
140,40,4,BSED TVTED P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P2.pdf,The process of selling farm products directly to consumers:,,,Wholesaling,,Retailing,,Exporting,,Trading,,,,B,Retailing – Selling goods directly to consumers in small quantities.,LET Secondary,Technology and Livelihood Education,Agriculture and Fishery,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
141,41,4,BSED TVTED P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P2.pdf,The primary purpose of business planning is to:,,,Waste resources,,Set clear goals and strategies,,Copy competitors,,Avoid decision-making,,,,B,Set clear goals and strategies – Business plans guide direction and decision-making.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
142,42,4,BSED TVTED P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P2.pdf,The most effective way to preserve the color of vegetables when cooking is to:,,,Overcook,,Boil with baking soda,,Cook quickly in boiling water,,Use cold water,,,,C,"Cook quickly in boiling water – Helps maintain color, texture, and nutrients in vegetables.",LET Secondary,Technology and Livelihood Education,Home Economics and Food Technology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
143,43,4,BSED TVTED P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P2.pdf,The ICT tool used for virtual classroom management:,,,Word processor,,Learning Management System (LMS),,Spreadsheet,,Database,,,,B,Learning Management System (LMS) – Software used for online learning and classroom management.,LET Secondary,Technology and Livelihood Education,ICT and Digital Literacy,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
144,44,4,BSED TVTED P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P2.pdf,The proper term for a person who buys and resells goods for profit:,,,Producer,,Retailer,,Supplier,,Manufacturer,,,,B,Retailer – Buys goods from suppliers and sells to final consumers.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
145,45,4,BSED TVTED P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P2.pdf,The method of fish preservation that removes moisture is:,,,Salting,,Drying,,Smoking,,Freezing,,,,B,"Drying – Removes moisture to prevent spoilage, especially in fish preservation.",LET Secondary,Technology and Livelihood Education,Agriculture and Fishery,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
146,46,4,BSED TVTED P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P2.pdf,The step in sewing after pattern drafting:,,,Cutting,,Stitching,,Measuring,,Pressing,,,,A,Cutting – Comes after drafting to shape the fabric according to pattern.,LET Secondary,Technology and Livelihood Education,Industrial Arts and Drafting,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
147,47,5,BSED TVTED P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P2.pdf,The process of making new products from recycled materials:,,,Reusing,,Reducing,,Recycling,,Composting,,,,C,Recycling – Converts waste into new usable materials or products.,LET Secondary,Technology and Livelihood Education,Technology-Vocational Teacher Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
148,48,5,BSED TVTED P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P2.pdf,A garment defect caused by poor stitching is a:,,,Fabric flaw,,Seam defect,,Style issue,,Design error,,,,B,Seam defect – Common garment issue caused by improper stitching or tension.,LET Secondary,Technology and Livelihood Education,Home Economics and Food Technology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
149,49,5,BSED TVTED P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P2.pdf,The most energy-efficient lighting for home use:,,,Incandescent,,Fluorescent,,LED,,Halogen,,,,C,"LED – Most energy-efficient lighting, consuming less power and lasting longer.",LET Secondary,Technology and Livelihood Education,Technology-Vocational Teacher Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
150,50,5,BSED TVTED P2.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P2.pdf,The main objective of entrepreneurial education is to:,,,Promote business awareness and self-reliance,,Encourage employment dependence,,Discourage creativity,,Limit innovation,,,,A,Promote business awareness and self-reliance – Entrepreneurship education encourages independence and innovation.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
151,1,1,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The process of softening metal by heating and cooling slowly is called:,,,Tempering,,Annealing,,Hardening,,Forging,,,,B,Annealing – Softens metal.,LET Secondary,Technology and Livelihood Education,Welding and Metalwork,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
152,2,1,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The circuit component that converts AC to DC is a:,,,Capacitor,,Diode,,Inductor,,Resistor,,,,B,Diode – Converts AC to DC.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
153,3,1,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The symbol for ground in an electrical diagram is represented by:,,,A zigzag line,,Three parallel lines,,A circle with a cross,,A rectangle,,,,B,Three parallel lines – Ground symbol.,LET Secondary,Technology and Livelihood Education,Industrial Arts and Drafting,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
154,4,1,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The primary function of lubrication in machines is to:,,,Cool parts,,Prevent friction and wear,,Increase resistance,,Strengthen metals,,,,B,Prevent friction – Function of lubricant.,LET Secondary,Technology and Livelihood Education,Technology-Vocational Teacher Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
155,5,1,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,A working drawing that contains the necessary information to produce a part:,,,Assembly drawing,,Detail drawing,,Pictorial drawing,,Sketch,,,,B,Detail drawing – For part production.,LET Secondary,Technology and Livelihood Education,Industrial Arts and Drafting,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
156,6,1,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The unit of electrical power is:,,,Volt,,Ohm,,Watt,,Ampere,,,,C,Watt – Power unit.,LET Secondary,Technology and Livelihood Education,Technology-Vocational Teacher Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
157,7,1,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The type of lever where the load is between the fulcrum and effort is:,,,First class,,Second class,,Third class,,Fourth class,,,,B,Second class – Load between effort and fulcrum.,LET Secondary,Technology and Livelihood Education,Automotive and Mechanical Technology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
158,8,1,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The term used for connecting two or more wires is:,,,Joining,,Splicing,,Welding,,Binding,,,,B,Splicing – Connecting wires.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
159,9,1,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,A gear that transmits motion between intersecting shafts is a:,,,Spur gear,,Helical gear,,Bevel gear,,Worm gear,,,,C,Bevel gear – Transmits motion between intersecting shafts.,LET Secondary,Technology and Livelihood Education,Automotive and Mechanical Technology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
160,10,1,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The law stating that current is directly proportional to voltage is:,,,Boyle’s Law,,Ohm’s Law,,Ampere’s Law,,Newton’s Law,,,,B,Ohm’s Law – Relates current and voltage.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
161,11,1,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The tool used to measure small distances accurately in machining:,,,Ruler,,Vernier caliper,,Protractor,,Compass,,,,B,Vernier caliper – For small measurements.,LET Secondary,Technology and Livelihood Education,Technology-Vocational Teacher Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
162,12,2,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The process of cutting metal by removing chips with a single-point tool:,,,Milling,,Turning,,Filing,,Grinding,,,,B,Turning – Metal cutting by lathe.,LET Secondary,Technology and Livelihood Education,Welding and Metalwork,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
163,13,2,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The main advantage of AutoCAD software is:,,,Fast manual drawing,,Precise digital drafting,,Easier handwriting,,Physical tracing,,,,B,Precise digital drafting – AutoCAD advantage.,LET Secondary,Technology and Livelihood Education,Industrial Arts and Drafting,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
164,14,2,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The component that stores electrical charge temporarily:,,,Capacitor,,Inductor,,Resistor,,Diode,,,,A,Capacitor – Stores charge.,LET Secondary,Technology and Livelihood Education,Technology-Vocational Teacher Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
165,15,2,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,A 12V circuit drawing 2A current consumes how much power?,,,10W,,24W,,20W,,22W,,,,B,24W – P = VI = 12 × 2.,LET Secondary,Technology and Livelihood Education,Industrial Arts and Drafting,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
166,16,2,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The automotive system responsible for starting the engine:,,,Ignition system,,Cooling system,,Charging system,,Suspension system,,,,A,Ignition system – Starts the engine.,LET Secondary,Technology and Livelihood Education,Automotive and Mechanical Technology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
167,17,2,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,A drawing made without the use of instruments is called:,,,Freehand drawing,,Orthographic drawing,,Isometric drawing,,Working drawing,,,,A,Freehand drawing – Drawn without tools.,LET Secondary,Technology and Livelihood Education,Industrial Arts and Drafting,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
168,18,2,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The main advantage of renewable energy sources is that they:,,,Are more expensive,,Cannot be reused,,Are sustainable and eco-friendly,,Require fossil fuel,,,,C,Sustainable and eco-friendly – Renewable energy.,LET Secondary,Technology and Livelihood Education,Technology-Vocational Teacher Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
169,19,2,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The resistance of a conductor depends on:,,,"Temperature, length, and cross-sectional area",,Voltage and current,,Magnetic field,,Frequency,,,,A,"Temperature, length, and area – Affects resistance.",LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
170,20,2,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,A material that resists electric current is called:,,,Conductor,,Insulator,,Semiconductor,,Resistor,,,,B,Insulator – Resists current.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
171,21,2,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The proper way to store hand tools after work is:,,,Leave on the table,,Keep them in tool racks or boxes,,Scatter them for easy access,,Store near the floor,,,,B,Keep in tool racks – Proper storage.,LET Secondary,Technology and Livelihood Education,Technology-Vocational Teacher Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
172,22,2,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The automotive system that ensures smooth power transfer to the wheels:,,,Clutch system,,Steering system,,Transmission system,,Fuel system,,,,C,Transmission system – Transfers power.,LET Secondary,Technology and Livelihood Education,Automotive and Mechanical Technology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
173,23,2,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,"A resistor has color bands: Red, Violet, Brown. What is its value?",,,270Ω,,47Ω,,2700Ω,,470Ω,,,,A,270Ω – Color code value.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
174,24,3,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,A safety rule before repairing an electric circuit:,,,Turn on the switch,,Disconnect the power source,,Increase current,,Use metal tools,,,,B,Disconnect power – Safety rule.,LET Secondary,Technology and Livelihood Education,Safety and Work Values,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
175,25,3,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The instrument used to measure electrical resistance:,,,Ammeter,,Voltmeter,,Ohmmeter,,Galvanometer,,,,C,Ohmmeter – Measures resistance.,LET Secondary,Technology and Livelihood Education,Electrical and Electronics,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
176,26,3,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The proper temperature for safe food storage in a refrigerator is:,,,0°C,,4°C,,10°C,,25°C,,,,B,4°C – Safe fridge temperature.,LET Secondary,Technology and Livelihood Education,Home Economics and Food Technology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
177,27,3,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,A stitch used to hem fabric edges neatly is:,,,Basting stitch,,Hem stitch,,Back stitch,,Running stitch,,,,B,Hem stitch – Neat finishing.,LET Secondary,Technology and Livelihood Education,Home Economics and Food Technology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
178,28,3,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The process of turning raw materials into finished goods is:,,,Marketing,,Manufacturing,,Distribution,,Retailing,,,,B,Manufacturing – Converts raw to finished.,LET Secondary,Technology and Livelihood Education,Technology-Vocational Teacher Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
179,29,3,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The tool used for measuring liquids in cooking:,,,Measuring spoon,,Measuring cup,,Ladle,,Scale,,,,B,Measuring cup – For liquids.,LET Secondary,Technology and Livelihood Education,Home Economics and Food Technology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
180,30,3,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The main nutrient needed for body heat and energy:,,,Protein,,Fat,,Carbohydrate,,Vitamin,,,,C,Carbohydrate – Energy nutrient.,LET Secondary,Technology and Livelihood Education,Technology-Vocational Teacher Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
181,31,3,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The first step in food preparation is:,,,Cooking,,Planning,,Serving,,Cleaning,,,,B,Planning – Step before cooking.,LET Secondary,Technology and Livelihood Education,Home Economics and Food Technology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
182,32,3,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The best way to prevent electrical shock in the kitchen is to:,,,Use wet hands,,Dry hands before touching appliances,,Stand on metal surface,,Plug cords near water,,,,B,Dry hands – Prevents shock.,LET Secondary,Technology and Livelihood Education,Safety and Work Values,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
183,33,3,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,An example of a cooperative business is:,,,Bank,,Farmer’s association,,Corporation,,Partnership,,,,B,Farmer’s association – Cooperative.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
184,34,3,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The process of making fabrics using interlocking loops of yarn:,,,Crocheting,,Weaving,,Embroidery,,Stitching,,,,A,Crocheting – Interlocking loops.,LET Secondary,Technology and Livelihood Education,Home Economics and Food Technology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
185,35,4,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The most perishable type of food is:,,,Canned goods,,Fresh meat,,Dried fish,,Flour,,,,B,Fresh meat – Highly perishable.,LET Secondary,Technology and Livelihood Education,Home Economics and Food Technology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
186,36,4,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,"In Microsoft Excel, the intersection of a row and column is called:",,,Box,,Field,,Cell,,Record,,,,C,Cell – Row-column intersection.,LET Secondary,Technology and Livelihood Education,ICT and Digital Literacy,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
187,37,4,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,A small-scale agribusiness that involves raising fish is called:,,,Poultry,,Aquaculture,,Horticulture,,Sericulture,,,,B,Aquaculture – Raising fish.,LET Secondary,Technology and Livelihood Education,Industrial Arts and Drafting,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
188,38,4,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,An entrepreneur who copies other’s ideas lacks:,,,Creativity,,Resourcefulness,,Patience,,Skill,,,,A,Creativity – Required for originality.,LET Secondary,Technology and Livelihood Education,Entrepreneurship and Business,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
189,39,4,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The first step in sewing a garment is:,,,Cutting,,Drafting pattern,,Stitching,,Measuring,,,,D,Measuring – First in garment making.,LET Secondary,Technology and Livelihood Education,Home Economics and Food Technology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
190,40,4,BSED TVTED P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Technology-Vocational Teacher Education-/BSED TVTED P3.pdf,The most common material used for making household utensils:,,,Glass,,Wood,,Stainless steel,,Plastic,,,,C,Stainless steel – Durable utensil material.,LET Secondary,Technology and Livelihood Education,Technology-Vocational Teacher Education,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Technology-Vocational Teacher Education. Correct answer and rationale sourced from source PDF answer key.
