No.,Page,Source PDF,Question,Choice A,Choice B,Choice C,Choice D,Choice E if there is,Correct Answer,Explanation,Exam Type,Subject Category,Difficulty,Has Image,Image Reference,Status,Notes
178,6,6. LET PROF ED Q&A.pdf,Are percentile ranks the same as percentage correct?,It cannot be determined unless scores are given.,It cannot be determined unless the number of examinees isgiven.,No,Yes,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
179,6,6. LET PROF ED Q&A.pdf,Teacher W wants to review and check on the lesson of the previous day? Which one will be most reliable?,Having students identify difficult homework problems.,Having students correct each other's work.,Sampling the understanding of a few students.,Explicitly reviewing the task-relevant information necessary for the day's lesson.,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
180,6,6. LET PROF ED Q&A.pdf,"To elicit more student's response, Teacher G made use of covert responses. Which one did she NOT do?",She had the students write their response privately.,She showed the correct answers on the overhead after the students have written their responses.,She had the students write their responses privately then called each of them.,She refrained from judging on the student's responses.,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
181,6,6. LET PROF ED Q&A.pdf,Which is a form of direct instruction?,Discovery process,Problem solving,Programmed instruction,Inductive reasoning,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
182,7,6. LET PROF ED Q&A.pdf,Which test has broad sampling of topics as strength?,Objective test,Short answer test,Essay test,Problem type,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
183,7,6. LET PROF ED Q&A.pdf,Teacher B uses the direct instruction strategy. Which sequence of steps will she follow? I. Independent practice II. Feedback and correctiveness III. Guided student practice IV. Presenting and structuring V. Reviewing the previous day's work,V-II-IV-III-I,III-II-IV-I-V,V-lV-III-II-I,I-V-II-III-IV,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
184,7,6. LET PROF ED Q&A.pdf,"Teacher H and Teacher I are rivals for promotion. To gain the favor of the promotional staff, Teacher I offers her beach resort for free for members of the promotional staff before the ranking. As one of the contenders for promotion, is this becoming of her to do?",Yes. This will be professional growth for the promotional staff.,No. This may exert undue influence ori the members of the promotional staff and so may fail to promote someone on the basis of merit.,Yes. The rare invitation will certainly be welcomedby an overworked promotional staff.,Yes. There's nothing wrong with sharing one's blessings.,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
185,7,6. LET PROF ED Q&A.pdf,Which illustrates a developmental approach in guidance and counseling?,Spotting on students in need of guidance,Teaching students how to interact in a positive manner,Acting as a mediator,Making the decision for the confused student,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
186,7,6. LET PROF ED Q&A.pdf,"The test item ""Group the following items according to shape"" is a thought test item on __________.",creating,classifying,generalizing,comparing,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
187,8,6. LET PROF ED Q&A.pdf,"Direct instruction is for facts, rules, and actions as indirect instruction is for __________, __________, __________.","hypotheses, verified data and conclusions","concepts, patterns and abstractions","concepts, processes and generalizations","guesses, data and conclusions",,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
188,8,6. LET PROF ED Q&A.pdf,Which group of philosophers maintains that truth exists in an objective order that is independent of the knower?,Idealists,Pragmatists,Existentialists,Realist,,D,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
189,8,6. LET PROF ED Q&A.pdf,On whose philosophy was,Rousseau,Pestalozzi,Montessori,John Locke,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
190,8,6. LET PROF ED Q&A.pdf,Teacher H strives to draw participation of every student into her classroom discussion. Which student's need is she trying to address? The need __________,to show their oral abilities to the rest of the class,to be creative,to feel significant and be part of a group,to get everything out in the open,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
191,8,6. LET PROF ED Q&A.pdf,"Out of 3 distracters in a multiple choice test item, namely B, C, and D, no pupil chose D as answer. This implies that D is __________",an ineffective distracter,a vague distracter,an effective distracter,a plausible distracter,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
192,9,6. LET PROF ED Q&A.pdf,Which describes norm-referenced grading?,The performance of the group,What constitutes a perfect score,The students' past performance,An absolute standard,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
193,9,6. LET PROF ED Q&A.pdf,Which Filipino trait works against the shift in teacher's role from teacher as a fountain of information to teacher as facilitator?,Authoritativeness,Authoritarianism,Hiya,Pakikisama,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
194,9,6. LET PROF ED Q&A.pdf,Teacher G's lesson objective has something to do with the skill of synthesizing? Which behavioral term is most appropriate?,Test,Assess,Appraise,Theorize,,D,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
195,9,6. LET PROF ED Q&A.pdf,From whom do we owe the theory of deductive interference as illustrated in syllogisms?,Plato,Socrates,Aristotle,Pythagoras,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
196,9,6. LET PROF ED Q&A.pdf,To come closer to the truth we need to go back to the things themselves.This is the advice of the,behaviorists,phenomenologists,idealists,pragmatists,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
197,9,6. LET PROF ED Q&A.pdf,Which is NOT a sound purpose for asking questions?,To probe deeper after an answer is given.,To discipline a bully in class.,To remind students of a procedure.,To encourage self-reflection.,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
198,10,6. LET PROF ED Q&A.pdf,Your teacher is of the opinion that the world and everything in it are ever changing and so teaches you the skill to cope with change. What is his governing philosophy?,Idealism,Existentalism,Experimentalism,Realism,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
199,10,6. LET PROF ED Q&A.pdf,Research tells that teachers ask mostly content questions. Which of the following terms does NOT refer to content question?,Closed,Direct,Concept,Convergent,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
200,10,6. LET PROF ED Q&A.pdf,"Whose teaching is in support of Education for All (EFA), he asserted that in teaching there should be no distinction of social classes.",Sun Yat Sen,Confucius,Mencius,Lao Tsu,,D,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
201,10,6. LET PROF ED Q&A.pdf,"As a teacher, you are a reconstructionist. Which among these will be your guiding principle?","I must teach the child every knowledge, skill, and value that he needs for a better future.",I must teach the child to develop his mental powersto the full.,I must teach the child so he is assured of heaven.,I must teach the child that we can never have real knowledge of anything.,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
202,10,6. LET PROF ED Q&A.pdf,"If a teacher plans a constructivist lesson, what will he most likely do? Plan how he can",do evaluate his students' work,do reciprocal teaching,lecture to his students,engage his students in convergent thinking,,D,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
203,11,6. LET PROF ED Q&A.pdf,"Based on Piaget's theory, what should a teacher provide for children in the sensorimotor stage?",Games and other physical activities to develop motor skill.,Learning activities that involve problems of classification and ordering.,Activities for hypothesis formulation.,Stimulating environment with ample objects to play with.,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
204,11,6. LET PROF ED Q&A.pdf,Teacher H gave her first-grade class a page with a story in which pictures take the place of some words. Which method did she use?,The whole language approach,The Spaulding method,The rebus method,The language experience approach,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
205,11,6. LET PROF ED Q&A.pdf,"A stitch on time saves nine, so goes the adage.. Applied to classroom management, this means that we __________",may not occupy ourselves with disruptions which are worth ignoring because they are minor,must be reactive in our approach to discipline,have to Jesolve minor disruptions before they are out of control,may apply 9 rules out of 10 consistently,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
206,11,6. LET PROF ED Q&A.pdf,The attention to the development of a deep respect and affection for our rich cultural past is an influence of __________.,Confucius,Hegel,Teilhard de Chardin,Dewey,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
207,11,6. LET PROF ED Q&A.pdf,In what way can teachers uphold the highest possible standards of quality education?,By continually improving themselves personally and professionally,By wearing expensive clothes to change people's poor perception of teachers,By working out undeserved promotions,By putting down other professions to lift the status of teaching,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
208,12,6. LET PROF ED Q&A.pdf,Student B claims: I cannot see perfection but I long for it. So it must be real.Under which group can he be classified?,Idealist,Empiricist,Realist,Pragmatist,,D,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
209,12,6. LET PROF ED Q&A.pdf,"In Krathwohl's taxonomy of objectives in the affective, which is most authentic?",Characterization,Organization,Responding,Valuing,,D,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
210,12,6. LET PROF ED Q&A.pdf,NSAT and NEAT results are interpreted against set mastery level. This means that NSAT and NEAT fall under __________.,intelligence test,aptitude test,criterion-referenced test,norm-referenced test,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
211,12,6. LET PROF ED Q&A.pdf,"Each teacher is said to be a trustee of the cultural and educational heritage of the nation and is, under obligation to transmit to learners such heritage. Which practice makes him fulfill such obligation?",Use the latest instructional technology.,Observe continuing professional education.,Use interactive teaching strategies.,Study the life of Filipino heroes.,,D,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
212,12,6. LET PROF ED Q&A.pdf,"A teacher's summary of a lesson serves the following functions, EXCEPT",it links the parts of the lesson,lt brings together the information that has been discussed,it makes provisions for full participation of students.,it clinches the basic ideas or concepts of the lesson.,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
213,12,6. LET PROF ED Q&A.pdf,In which competency do my students find the greatest difficulty? In the item with a difficulty index of __________.,0.1,0.9,0.5,1.0,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
214,13,6. LET PROF ED Q&A.pdf,Which method has been proven to be effective in courses that stress acquisition of knowledge?,Socratic method,Cooperative learning,Mastery learning,Indirect instruction,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
215,13,6. LET PROF ED Q&A.pdf,Why should a teacher NOT use direct instruction all the time?,It requires much time.,It requires use of many supplementary materials.,It is generally effective only in the teaching of concepts and abstractions.,It reduces students engagement in learning.,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
216,13,6. LET PROF ED Q&A.pdf,"Principal C shares this thought with his teachers:Subject matter should help students understand and appreciate themselves as unique individuals who accept complete responsibility for their thoughts, feelings, and actions.From which philosophyis this thought based?",Perennialism,Essentialism,Existentialism,Progressivism,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
217,13,6. LET PROF ED Q&A.pdf,"Whose influence is the education program that puts emphasis on self-development. through the classics, music, and rituals?",Buddha,Mohammed,Confucius,Lao Tsu,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
218,13,6. LET PROF ED Q&A.pdf,"Teacher A is a teacher of English as a Second Language. She uses vocabulary cards, fill-in-the-blank sentences, dialogues, dictation and writing excercises in teaching a lesson about grocery shopping. Based on this information, which of the following is a valid conclusion?",The teacher is applying Bloom's hierachy of cognitive learning.,The teacher is teaching in a variety of ways because not all students learn in the same manner.,The teacher wants to make herteachirig easier by having less talk.,The teacher is emphasizing reading and writing skills.,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
219,14,6. LET PROF ED Q&A.pdf,Which one may support equitable access but may sacrifice quality?,Open admission,School accreditation,Deregulated tuition fee hike,Selective retention,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
220,14,6. LET PROF ED Q&A.pdf,Teacher A discovered that his pupils are very good in dramatizing. Which tool must have helped him discover his pupils' strength?,Portfolio assessment,Performance test,Journal entry,Paper-and-pencil test,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
221,14,6. LET PROF ED Q&A.pdf,"Two students are given the WISE II. One has a full scale IQ of 91, while the other has an IQ of 109. Which conclusion can be drawn?",The second student has significantly higher intellectual ability,"The first student is probably below average, while the second has above average potential",Both students are functioning in the average range of intellectual ability,Another IQ test should be given to truly assess their intellectual potential,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
222,14,6. LET PROF ED Q&A.pdf,Helping in the development of graduates who aremaka-Diyosis an influence of,naturalistic morality,classical Christian morality,situational morality,dialectical morality,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
223,14,6. LET PROF ED Q&A.pdf,Teacher B clears his throat to communicate disapproval of a student's behavior. Which specific influence technique is this?,Signal interference,Direct appeal,Interest boosting,Proximity control,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
224,15,6. LET PROF ED Q&A.pdf,"In the context on the theory on multiple intelligences, what is one weakness of the paper-pencil test?",It is not easy to administer.,It puts the non-linguistically intelligent at a disadvantage.,It utilizes so much time.,It lacks reability.,,D,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
225,15,6. LET PROF ED Q&A.pdf,Which criterion should guide a teacher in the choice of instructional devices?,Attractiveness,Cost,Novelty,Appropriateness,,D,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
226,15,6. LET PROF ED Q&A.pdf,What is most likely to happen to our economy when export continuously surpasses import is a thought question on __________.,creating,relating cause-and-effect,synthesizing,predicting,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
227,15,6. LET PROF ED Q&A.pdf,The teacher's first task in the selection of media in teaching is to determine the ______.,choice of the students,availability of the media,objectives of the lesson,technique to be used,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
228,15,6. LET PROF ED Q&A.pdf,"All men are pretty much alike. It is only by custom that they are set apart, said one Oriental philosopher. Where can this thought be most inspiring?",In a multi-cultural group of learners,In multi-cultural and heterogeneous groups of learners and indigenous peoples' group,In a class composed of indigenous peoples,In heterogeneous class of learners,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
229,15,6. LET PROF ED Q&A.pdf,"If teacher has to ask more higher-order questions, he has to ask more __________ questions.",closed,fact,concept,convergent,,D,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
230,16,6. LET PROF ED Q&A.pdf,"Student Z does not study at all but when the Licensure Examination for Teachers (LET) comes, before he takes the LET, he spends one hour or more praying for a miracle, i.",Religion as fake,Religion as magic,Religion as authentic,Religion as real,to pass the exam. Which attitude towards religion or God is displayed?,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
231,16,6. LET PROF ED Q&A.pdf,"Teacher T taught a lesson denoting ownership by means of possessives. He first introduced the rule, then gave examples, followed by class exercises, then back to the rule before he moved into the second rule. Which presenting technique did he use?",Combinatorial,Comparative,Part-whole,Sequence,,D,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
232,16,6. LET PROF ED Q&A.pdf,All subjects in Philippine elementary and secondary schools are expected to be taught using the integrated approach. This came about as a result of the implementation of _________.,Program for Decentralized Education,School-Based Management,Basic Education Curriculum,Schools First Initiative,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
233,16,6. LET PROF ED Q&A.pdf,Which technique should a teacher use to encourage response if his students do not respond to his question?,"Ask a specific student to respond, state the question, and wait a response.",Tell the class that it will have detention unless answer are forthcoming.,"Ask another question, an easier one.",Wait for a response.,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
234,16,6. LET PROF ED Q&A.pdf,Standard deviation is to variability as mean is to __________.,coefficient of correlation,central tendency,discrimination index,level of difficulty,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
235,17,6. LET PROF ED Q&A.pdf,Quiz is to formative test while periodic is to __________,criterion-reference test,summative test,norm-reference test,diagnostic test,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
236,17,6. LET PROF ED Q&A.pdf,Which teaching activity is founded on Bandura's Social Learning Theory?,Lecturing,Modeling,Questioning,Inductive Reasoning,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
237,17,6. LET PROF ED Q&A.pdf,"In mastery learning, the definition of an acceptable standard of performance is called a",SMART,criterion measure,behavior,condition,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
238,17,6. LET PROF ED Q&A.pdf,"Students' scores on a test were: 72, 72, 73, 74, 76, 78, 81, 83, 85. The score 76 is the __________.",mode,average,mean,median,,D,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
239,17,6. LET PROF ED Q&A.pdf,Test norms are established in order to have a basis for __________.,establishing learning goals,interpreting test results,computing grades,identifying pupils' difficulties,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
240,18,6. LET PROF ED Q&A.pdf,Which behavior is exhibited by a student who is strong in interpersonal intelligence?,Works on his/her own.,Keeps interest to himself/herself.,Seeks out a classmate for help when problem occurs.,Spends time meditating.,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
241,18,6. LET PROF ED Q&A.pdf,All of the following describe the development of children aged eleven to thirteen EXCEPT __________.,they shift from impulsivity to adaptive ability,sex differences in IQ becomes more evident,they exhibit increase objectivity in thinking,they show abstract thinking and judgement,,A,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
242,18,6. LET PROF ED Q&A.pdf,A student passes a research report poorly written but ornately presented in a folder to make up for the poor quality of the book report content. Which Filipino trait does this practice prove? Emphasis on __________.,art over academics,substance overporma,art over science,porma over substance,,D,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
243,18,6. LET PROF ED Q&A.pdf,The principle of individual differences requires teachers to __________.,give greater attention to gifted learners,provide for a variety of learning activities,treat all learners alike while in the classroom,prepare modules for slow learners in class,,B,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
244,18,6. LET PROF ED Q&A.pdf,Value clarification as a strategy in Values Education classes is anchored on which philosophy?,Existentialism,Christian philosophy,Idealism,Hedonism,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
245,18,6. LET PROF ED Q&A.pdf,"Teacher E discussed how electricity flows through wires and what generates the electric charge. Then she gave the students wires, bulbs, switches, and dry cells and told the class to create a circuit that will increase the brightness of each bulb. Which one best describes the approach used?",It used a taxonomy of basic thinking skills,It was contructivist,It helped students understand scientific methodology,It used cooperative learning,,C,,Both,Professional Education,Cannot Determine,No,,Ready for Upload,Shared Prof Ed LET reviewer; no answer key was exposed in extracted PDF text. No answer key found in extracted PDF text. Correct answer recovered from bold/highlighted answer choice in the PDF.
