No.,Source PDF,Source Path,Original No.,Page,Question,Choice A,Choice B,Choice C,Choice D,Choice E if there is,Correct Answer,Explanation,Exam Type,Subject Category,Topic Slug,Difficulty,Has Image,Image Reference,Image Path,Status,Notes
45,Abstract Reasoning 2.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 2.pdf,20,5,"Abstract Reasoning Test 2, Question 20. Which figure is next in the series?",Figure A,Figure B,Figure C,Figure D,,C,Answer key from source: C.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_psychometric_test2_q20.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test2_q20.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
46,Abstract Reasoning 2.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 2.pdf,21,6,"Abstract Reasoning Test 2, Question 21. Which figure is next in the series?",Figure A,Figure B,Figure C,Figure D,,B,Answer key from source: B.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_psychometric_test2_q21.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test2_q21.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
47,Abstract Reasoning 2.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 2.pdf,22,6,"Abstract Reasoning Test 2, Question 22. Which figure completes the grid?",Figure A,Figure B,Figure C,Figure D,,D,Answer key from source: D.,Both,Abstract Reasoning,pattern-completion,2,Yes,cse_abstract_2026_psychometric_test2_q22.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test2_q22.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
48,Abstract Reasoning 2.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 2.pdf,23,6,"Abstract Reasoning Test 2, Question 23. Which figure completes the grid?",Figure A,Figure B,Figure C,Figure D,,A,Answer key from source: A.,Both,Abstract Reasoning,pattern-completion,2,Yes,cse_abstract_2026_psychometric_test2_q23.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test2_q23.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
49,Abstract Reasoning 2.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 2.pdf,24,7,"Abstract Reasoning Test 2, Question 24. Which figure is the odd one out?",Figure A,Figure B,Figure C,Figure D,Figure E,D,Answer key from source: D.,Both,Abstract Reasoning,odd-one-out,2,Yes,cse_abstract_2026_psychometric_test2_q24.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test2_q24.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
50,Abstract Reasoning 2.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 2.pdf,25,7,"Abstract Reasoning Test 2, Question 25. Which figure is the odd one out?",Figure A,Figure B,Figure C,Figure D,Figure E,D,Answer key from source: D.,Both,Abstract Reasoning,odd-one-out,2,Yes,cse_abstract_2026_psychometric_test2_q25.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test2_q25.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
51,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,1,1,"Abstract Reasoning Test 3, Question 1. Which figure completes the series?",Figure A,Figure B,Figure C,Figure D,,C,Answer key from source: C.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_psychometric_test3_q01.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q01.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
52,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,2,1,"Abstract Reasoning Test 3, Question 2. Which figure completes the series?",Figure A,Figure B,Figure C,Figure D,,D,Answer key from source: D.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_psychometric_test3_q02.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q02.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
53,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,3,1,"Abstract Reasoning Test 3, Question 3. Which figure completes the series?",Figure A,Figure B,Figure C,Figure D,,A,Answer key from source: A.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_psychometric_test3_q03.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q03.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
54,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,4,1,"Abstract Reasoning Test 3, Question 4. Which figure completes the series?",Figure A,Figure B,Figure C,Figure D,,A,Answer key from source: A.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_psychometric_test3_q04.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q04.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
55,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,5,1,"Abstract Reasoning Test 3, Question 5. Which figure completes the series?",Figure A,Figure B,Figure C,Figure D,,B,Answer key from source: B.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_psychometric_test3_q05.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q05.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
56,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,6,2,"Abstract Reasoning Test 3, Question 6. Which figure completes the statement?",Figure A,Figure B,Figure C,Figure D,,B,Answer key from source: B.,Both,Abstract Reasoning,analogies,3,Yes,cse_abstract_2026_psychometric_test3_q06.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q06.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
57,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,7,2,"Abstract Reasoning Test 3, Question 7. Which figure completes the statement?",Figure A,Figure B,Figure C,Figure D,,D,Answer key from source: D.,Both,Abstract Reasoning,analogies,3,Yes,cse_abstract_2026_psychometric_test3_q07.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q07.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
58,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,8,2,"Abstract Reasoning Test 3, Question 8. Which figure completes the statement?",Figure A,Figure B,Figure C,Figure D,,A,Answer key from source: A.,Both,Abstract Reasoning,analogies,3,Yes,cse_abstract_2026_psychometric_test3_q08.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q08.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
59,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,9,2,"Abstract Reasoning Test 3, Question 9. Which figure completes the statement?",Figure A,Figure B,Figure C,Figure D,,C,Answer key from source: C.,Both,Abstract Reasoning,analogies,3,Yes,cse_abstract_2026_psychometric_test3_q09.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q09.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
60,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,10,3,"Abstract Reasoning Test 3, Question 10. Which figure completes the statement?",Figure A,Figure B,Figure C,Figure D,,D,Answer key from source: D.,Both,Abstract Reasoning,analogies,3,Yes,cse_abstract_2026_psychometric_test3_q10.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q10.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
61,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,11,3,"Abstract Reasoning Test 3, Question 11. Which figure is the odd one out?",Figure A,Figure B,Figure C,Figure D,Figure E,A,Answer key from source: A.,Both,Abstract Reasoning,odd-one-out,2,Yes,cse_abstract_2026_psychometric_test3_q11.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q11.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
62,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,12,3,"Abstract Reasoning Test 3, Question 12. Which figure is the odd one out?",Figure A,Figure B,Figure C,Figure D,Figure E,B,Answer key from source: B.,Both,Abstract Reasoning,odd-one-out,2,Yes,cse_abstract_2026_psychometric_test3_q12.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q12.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
63,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,13,3,"Abstract Reasoning Test 3, Question 13. Which figure is the odd one out?",Figure A,Figure B,Figure C,Figure D,Figure E,E,Answer key from source: E.,Both,Abstract Reasoning,odd-one-out,2,Yes,cse_abstract_2026_psychometric_test3_q13.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q13.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
64,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,14,3,"Abstract Reasoning Test 3, Question 14. Which figure is the odd one out?",Figure A,Figure B,Figure C,Figure D,Figure E,C,Answer key from source: C.,Both,Abstract Reasoning,odd-one-out,2,Yes,cse_abstract_2026_psychometric_test3_q14.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q14.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
65,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,15,4,"Abstract Reasoning Test 3, Question 15. Which figure is the odd one out?",Figure A,Figure B,Figure C,Figure D,Figure E,D,Answer key from source: D.,Both,Abstract Reasoning,odd-one-out,2,Yes,cse_abstract_2026_psychometric_test3_q15.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q15.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
66,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,16,4,"Abstract Reasoning Test 3, Question 16. Which figure completes the series?",Figure A,Figure B,Figure C,Figure D,,B,Answer key from source: B.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_psychometric_test3_q16.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q16.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
67,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,17,4,"Abstract Reasoning Test 3, Question 17. Which figure completes the series?",Figure A,Figure B,Figure C,Figure D,,A,Answer key from source: A.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_psychometric_test3_q17.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q17.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
68,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,18,5,"Abstract Reasoning Test 3, Question 18. Which figure belongs in neither group?",Figure A,Figure B,Figure C,Figure D,,C,Answer key from source: C.,Both,Abstract Reasoning,odd-one-out,2,Yes,cse_abstract_2026_psychometric_test3_q18.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q18.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
69,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,19,5,"Abstract Reasoning Test 3, Question 19. Which figure belongs in neither group?",Figure A,Figure B,Figure C,Figure D,,A,Answer key from source: A.,Both,Abstract Reasoning,odd-one-out,2,Yes,cse_abstract_2026_psychometric_test3_q19.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q19.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
70,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,20,5,"Abstract Reasoning Test 3, Question 20. Which figure is next in the series?",Figure A,Figure B,Figure C,Figure D,,D,Answer key from source: D.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_psychometric_test3_q20.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q20.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
71,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,21,6,"Abstract Reasoning Test 3, Question 21. Which figure is next in the series?",Figure A,Figure B,Figure C,Figure D,,B,Answer key from source: B.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_psychometric_test3_q21.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q21.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
72,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,22,6,"Abstract Reasoning Test 3, Question 22. Which figure completes the grid?",Figure A,Figure B,Figure C,Figure D,,C,Answer key from source: C.,Both,Abstract Reasoning,pattern-completion,2,Yes,cse_abstract_2026_psychometric_test3_q22.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q22.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
73,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,23,6,"Abstract Reasoning Test 3, Question 23. Which figure completes the grid?",Figure A,Figure B,Figure C,Figure D,,D,Answer key from source: D.,Both,Abstract Reasoning,pattern-completion,2,Yes,cse_abstract_2026_psychometric_test3_q23.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q23.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
74,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,24,7,"Abstract Reasoning Test 3, Question 24. Which figure is the odd one out?",Figure A,Figure B,Figure C,Figure D,Figure E,C,Answer key from source: C.,Both,Abstract Reasoning,odd-one-out,2,Yes,cse_abstract_2026_psychometric_test3_q24.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q24.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
75,Abstract Reasoning 3.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 3.pdf,25,7,"Abstract Reasoning Test 3, Question 25. Which figure is the odd one out?",Figure A,Figure B,Figure C,Figure D,Figure E,E,Answer key from source: E.,Both,Abstract Reasoning,odd-one-out,2,Yes,cse_abstract_2026_psychometric_test3_q25.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test3_q25.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
76,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,1,1,"Abstract Reasoning Test 4, Question 1. Which figure completes the series?",Figure A,Figure B,Figure C,Figure D,,D,Answer key from source: D.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_psychometric_test4_q01.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q01.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
77,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,2,1,"Abstract Reasoning Test 4, Question 2. Which figure completes the series?",Figure A,Figure B,Figure C,Figure D,,B,Answer key from source: B.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_psychometric_test4_q02.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q02.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
78,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,3,1,"Abstract Reasoning Test 4, Question 3. Which figure completes the series?",Figure A,Figure B,Figure C,Figure D,,C,Answer key from source: C.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_psychometric_test4_q03.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q03.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
79,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,4,1,"Abstract Reasoning Test 4, Question 4. Which figure completes the series?",Figure A,Figure B,Figure C,Figure D,,C,Answer key from source: C.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_psychometric_test4_q04.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q04.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
80,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,5,1,"Abstract Reasoning Test 4, Question 5. Which figure completes the series?",Figure A,Figure B,Figure C,Figure D,,A,Answer key from source: A.,Both,Abstract Reasoning,series-completion,2,Yes,cse_abstract_2026_psychometric_test4_q05.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q05.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
81,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,6,2,"Abstract Reasoning Test 4, Question 6. Which figure completes the statement?",Figure A,Figure B,Figure C,Figure D,,B,Answer key from source: B.,Both,Abstract Reasoning,analogies,3,Yes,cse_abstract_2026_psychometric_test4_q06.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q06.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
82,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,7,2,"Abstract Reasoning Test 4, Question 7. Which figure completes the statement?",Figure A,Figure B,Figure C,Figure D,,D,Answer key from source: D.,Both,Abstract Reasoning,analogies,3,Yes,cse_abstract_2026_psychometric_test4_q07.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q07.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
83,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,8,2,"Abstract Reasoning Test 4, Question 8. Which figure completes the statement?",Figure A,Figure B,Figure C,Figure D,,B,Answer key from source: B.,Both,Abstract Reasoning,analogies,3,Yes,cse_abstract_2026_psychometric_test4_q08.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q08.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
84,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,9,2,"Abstract Reasoning Test 4, Question 9. Which figure completes the statement?",Figure A,Figure B,Figure C,Figure D,,C,Answer key from source: C.,Both,Abstract Reasoning,analogies,3,Yes,cse_abstract_2026_psychometric_test4_q09.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q09.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
85,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,10,3,"Abstract Reasoning Test 4, Question 10. Which figure completes the statement?",Figure A,Figure B,Figure C,Figure D,,D,Answer key from source: D.,Both,Abstract Reasoning,analogies,3,Yes,cse_abstract_2026_psychometric_test4_q10.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q10.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
86,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,11,3,"Abstract Reasoning Test 4, Question 11. Which figure is the odd one out?",Figure A,Figure B,Figure C,Figure D,Figure E,B,Answer key from source: B.,Both,Abstract Reasoning,odd-one-out,2,Yes,cse_abstract_2026_psychometric_test4_q11.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q11.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
87,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,12,3,"Abstract Reasoning Test 4, Question 12. Which figure is the odd one out?",Figure A,Figure B,Figure C,Figure D,Figure E,D,Answer key from source: D.,Both,Abstract Reasoning,odd-one-out,2,Yes,cse_abstract_2026_psychometric_test4_q12.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q12.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
88,Abstract Reasoning 4.pdf,/Users/lyndon/All reviewers/Civil Service Exam/Civil Service Exam Reviewer 2026/ABSTRACT REASONING 2026/Abstract Reasoning 4.pdf,13,3,"Abstract Reasoning Test 4, Question 13. Which figure is the odd one out?",Figure A,Figure B,Figure C,Figure D,Figure E,A,Answer key from source: A.,Both,Abstract Reasoning,odd-one-out,2,Yes,cse_abstract_2026_psychometric_test4_q13.png,/Users/lyndon/reviewnatin/output/pdf/cse_abstract_reasoning_2026_images/cse_abstract_2026_psychometric_test4_q13.png,Ready for Upload,Psychometric Success abstract reasoning item. Question-specific crop includes the diagram and answer figures.
