No.,Original No.,Page,Source PDF,Source Type,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
5135,149,35,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,Time-tested methods are as effective as modern methods of teaching even if these are traditional. Which of the following methods is time-tested?,,,Integraded teaching,,Inductive method,,Cooperative learning method,,Problem-Based Learning,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
5136,150,35,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,"In curriculum, the basic principle is plan, teach and test, and the three should always be aligned. This principle implies that _____.",,,what has been taught depends on the available material.,,testing is an optional component of curriculum.,,what to test is based on what has been taught.,,the objective of the lesson can stand by itself.,,,,,,Both,Professional Education,Assessment Tools,Cannot Determine,No,,0.47,Needs Review,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
5137,151,35,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,"What do the school campus expressions ""promdi"" and ""barriotic"" indicate?",,,The powerlessness of the poor,,Low literacy rate of the country,,The power of the rich,,The prevalence of ethnocentrism,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,443,0.72,Duplicate,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 443."
5138,152,35-36,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,Visual imagery helps people store information in their memory more effectively. Which is one teaching implication of this principle?,,,You will not object when your students daydream in class.,,Tell them to read more illustrated comics.,,Instruct students to take notes while you lecture.,,Encourage your students to imagine the characters and situations when reading a story.,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,2281,0.72,Duplicate,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2281."
5139,153,36,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,The difficulty index of a test item is 1. This means the test is _____.,,,very easy,,very difficult,,a quality item,,missed by everybody,,,,,,Both,Professional Education,Assessment Tools,Cannot Determine,No,,0.47,Needs Review,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
5140,154,36,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,Which of the following interventions reduces stigma between social status and social selection in the educational system?,passage_page_36_q154,,Education Service Contracting Scheme,,National Achievement Test,,National College Admission Examination,,Education For All,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
5141,155,36,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,Which of these is not a quality of an engaging learning environment?,,,Student-centered learning activities.,,Innovations in enhancing learning for all types of learners.,,Centralized governance.,,"Open communication among school head, teachers, parents, and students.",,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
5142,156,36-37,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,A student complains to you about his failing grade in the first grading period. You recomputed and indeed you find a significant error in his grade computation. Your decision is not to accept the erroneous computation for fear that you lose credibility. Is this morally right?,,,"Yes, as a teacher you must maintain your credibility.",,"Yes, the end justifies the means.",,"No, the reason for not accepting the error before the student is flimsy.",,"No, the end does not justify the means.",,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
5143,157,37,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,"The Council for Welfare of Children, with the National Early Childhood Care and Development Coordinating Council passed a resolution approving the Guidelines in year old children. The DepEd, DSWD, DOH, and private individuals who are ECCD experts compose the evaluation committee of the ECCD materials. Which are not Considered ECCD learning materials?",,,"Toys that may be hand-made, commercially manufactured or in their natural state.",,Children's books that is skill- and value-oriented.,,"Songs, art and craft materials for children to express themselves.",,Workbooks for children below five years old.,,,,,,Both,Professional Education,Early Childhood Education,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
5144,158,37,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,Where do you make the correction of your notes while using the overhead projector?,,,On the overhead projector,,On the projection wall,,On the slide,,On the screen,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
5145,159,37,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,These are learning aids and resources used in the teaching - learning process.,,,Learning guides,,Visual aids,,Graphic organizers,,Instructional materials,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
5146,160,37-38,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,"In treatment for alcoholism, Ronnie was made to drink an alcoholic beverage and then made to ingest a drug that produces nausea. Eventually, he was nauseated at the sight and smell of alcohol and stopped drinking alcohol. Which theory explains this?",,,Attribution theory,,Associative learning,,Social learning theory,,Operant conditioning,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
5147,161,38,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,Which characteristic behavior of a Grade IV pupil makes you conclude he is behind in his development in comparison with the average Grade IV pupil?,,,Has not achieved socially responsible behaviour.,,Has not achieved a feminine and masculine social role.,,Has not learned to get along with his age mates.,,Has no achieved emotional independence from parents.,,,,,,Both,Professional Education,Educational Psychology,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
5148,162,38,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,Bruner's theory on intellectual development moves from enactive to iconic and symbolic stages. Applying Bruner's how should you teach?,,,Begin with the concrete.,,Begin with the abstract.,,Be interactive in approach.,,Do direct instruction.,,,,,,Both,Professional Education,Learning Theories,Cannot Determine,No,3938,0.72,Duplicate,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 3938."
5149,163,38,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,Scoring guides for rating open-ended questions are called _____.,,,outcomes,,scales,,rubrics,,outputs,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,3985,0.72,Duplicate,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 3985."
5150,164,38,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,Which is the basic principle underpinning the performance-based grading system?,,,It is a tool to determine prerequisite knowledge.,,It is evaluative and judgmental.,,It is a tool for improving teaching and learning.,,"It is diagnostic, formative and summative.",,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,4003,0.72,Duplicate,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 4003."
5151,165,38-39,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,Which illustrates a developmental approach in guidance and counseling?,,,Spotting on students in need of guidance.,,Teaching students how to interact in a positive manner.,,Acting as a mediator.,,Making the decision for the confused student.,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
5152,166,39,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,In which the document are the contents of each subject in the elementary level contained?,,,Elementary Learning Competencies (ELC),,DepEd Competencies,,Minimum Learning Competencies (MLC),,Philippine Elementary Learning Competencies (PELC),,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
5153,167,39,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,"Which activity is characterized by a relationship of mutual trust and respect, with individuals agreeing to observe each other's teaching and solving problems together?",,,Peer evaluation,,Group dynamics,,Brainstorming,,Mentoring,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
5154,168,39,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,John Dewey's major contributions to the sociological foundations of education which are still very recognised today are the following EXEPT ONE.,,,Education is a social process beginning unconsciously at birth,,"""True education"" is transmission of knowledge",,School is a continuation of home; activities at home continue at school,,Facilitating education means being aware of social condition of the child,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
5155,169,39,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,"From the existentialist point of view, schools exist for children to _____.",,,acquire productive skills,,develop their cognitive and metacognitive powers to the fullest,,know themselves and their place in society,,re-engineer society,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.47,Needs Review,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
5156,170,39-40,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,"Based on the contribution of the five senses to learning, which instructional material will be most effective?",,,Audio-visual aid,,Visual aid,,Audio Aid,,Multisensory aid,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
5157,171,40,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,"In the preschool class, which materials will greatly help in developing manual dexterity?",,,Big books,,Flashcards and pictures,,Building blocks / models,,Colorful illustrations / drawings,,,,,,Both,Professional Education,Early Childhood Education,Cannot Determine,No,,0.72,Needs Answer,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently."
5158,172,40,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,"Which VIOLATES this brain-based principle of teaching-learning: ""Each child's brain is unique and vastly different from one another.""",,,Making a left -handed pupil write with his right hand as this is better.,,Employing MI teaching approaches.,,Allowing open dialogue among students.,,"Giving ample opportunity for a pupil to explore even if the class creates ""noise"".",,,,,,Both,Professional Education,Child Development,Cannot Determine,No,2362,0.72,Duplicate,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2362."
5159,173,40,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,"A mother gives her son his favorite snack every time the boy cleans up his room. Afterwards, the boy cleans his room everyday in anticipation of the snack. Which theory is illustrated?",,,Pavlovian conditioning,,Operant conditioning,,Associative learning,,Classical conditioning,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,2338,0.72,Duplicate,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 2338."
5160,174,40-41,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,"The Philippine Elementary School Curriculum gives greater emphasis on the development of basic skills like reading, writing, and arithmetic. What is the philosophical basis for this?",,,Pragmatism,,Perennialism,,Essentialism,,Existentialism,,,,,,Both,Professional Education,Curriculum Models,Cannot Determine,No,4808,0.72,Duplicate,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 4808."
5161,175,41,10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/10. LET-PROF-ED-PROFESSIONAL EDUCATION_175 ITEMS.pdf,"When a teacher emphasizes that man’s sense should be trusted because they are the only way to acquire knowledge, the teacher can be regarded as____.",,,Naturalist,,Realist,,Empiricist,,Pragmatist ---------- END OF PROFESSIONAL EDUCATIONAL ----------- Compiled and Encoded by: icko reyes,,,,,,Both,Professional Education,Needs Review,Cannot Determine,No,4806,0.72,Duplicate,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Answer key exists in source text but this item was not matched confidently. Duplicate or near-duplicate of row 4806."
5162,4,2,12. LET-PROF-ED-SOME-LEGAL-BASES-OF-PHILIPPINE-EDUCATION.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/A. Faculty Manual/12. LET-PROF-ED-SOME-LEGAL-BASES-OF-PHILIPPINE-EDUCATION.pdf,"Active membership in two clubs during the third and fourth years in high school; and 5) Conformed to school rules and policies. DEPARTMENT OF EDUCATION, CULTURE AND SPORTS (DECS) ORDER NO. 1 OF 1994: This Order increased the number of school days to 200 days (42 calendar weeks) inclusive of examination days for public and private schools. (This department order is similar to RA 7791 which increased the number of school days from 185 to 200 days. DEPARTMENT OF EDUCATION, CULTURE AND SPORTS (DECS) ORDER NO. 37 OF 1994: The Order required all grade VI elementary students to take the National Elementary Assessment Test (NEAT) that is given on the 13th Tuesday following the opening of the school year. The assessment test consists of a battery of tests of the multiple choice type. There are four subject areas: English, mathematics, science and heograpiya/kasaysayan/sibika (geography/history/civics). DEPARTMENT OF EDUCATION, CULTURE AND SPORTS (DECS) ORDER NO. 38 OF 1994: The Order required all senior high school students to take the National Secondary Assessment Test (NSAT) that is given on the 13th Friday following the opening of the school year, or three days after the NEAT has been given. The assessment test consists of a battery of tests and there are four subject areas: English and Filipino proficiencies, mathematics, vocational aptitude and science & technology. (The test is not a requirement for college admission.) REPUBLIC ACT NO. 7731: The Act abolished the National College Entrance Examinations or NCEE to give the marginalized students a greater chance to gain access to college education. REPUBLIC ACT NO. 7722: Also known as the Higher Education Act of 1994, the Act created the Commission on Higher Education (CHED) whose main task is to regulate and develop tertiary education in the Philippines. REPUBLIC ACT NO. 7796: Also known as the Technical Education and Skills Development Act (TESDA) of 1994, the Act's objective was to provide relevant and quality technical education that is accessible to all and to create the agency that will manage technical education and skills development in the Philippines. REPUBLIC ACT NO. 7836 OF 1994: Known as the Philippine Teachers Professionalization Act of 1994, the Act made it mandatory for people pursuing a career in teaching to take the licensure examinations that are administered and regulated by the Professional Regulatory Commission. DEPARTMENT OF EDUCATION (DEPED) ORDER NO. 34 OF 2001: The Order required all public elementary and high school students to read at least one book in the vernacular and one book in English per year before they can be promoted to the next higher level.",passage_page_02_q4,,,,,,,,,,,,,,Both,Professional Education,Government,Cannot Determine,No,,0.47,Incomplete,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. No answer key or embedded answer was matched for this item."
5163,1,1,1. LET REVIEWER - PROFESSIONAL EDUCATION.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/ACTUAL BOARD/1. LET REVIEWER - PROFESSIONAL EDUCATION.pdf,What is the teacher’s professionalism act?,,,RA 7836,,RA 4670,,RA 7722,,RA 9263,,,,A,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Correct answer sourced from detected answer key section."
5164,2,1,1. LET REVIEWER - PROFESSIONAL EDUCATION.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/ACTUAL BOARD/1. LET REVIEWER - PROFESSIONAL EDUCATION.pdf,"A person, who has had painful experience as the dentist’s office, maybecome fearful at the mere sight of the dentist’s office building. What theory can explain this?",,,Attribution theory,,Classical Conditioning,,Generalization,,Operant Conditioning,,,,B,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Correct answer sourced from detected answer key section."
5165,3,1,1. LET REVIEWER - PROFESSIONAL EDUCATION.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/ACTUAL BOARD/1. LET REVIEWER - PROFESSIONAL EDUCATION.pdf,Which test is appropriate for developing the student’s ability to organize thoughts and ideas?,,,Fill in the blanks,,Essay,,Multiple choice,,True or False,,,,B,,Both,Professional Education,Assessment Tools,Cannot Determine,No,,0.95,Ready for Upload,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Correct answer sourced from detected answer key section."
5166,4,1,1. LET REVIEWER - PROFESSIONAL EDUCATION.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/ACTUAL BOARD/1. LET REVIEWER - PROFESSIONAL EDUCATION.pdf,What is known by results in a pre-test?,,,Current moral skills,,Present psycho-motor skills,,Previous knowledge,,Past experience,,,,C,,Both,Professional Education,Assessment Tools,Cannot Determine,No,,0.95,Ready for Upload,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Correct answer sourced from detected answer key section."
5167,5,1,1. LET REVIEWER - PROFESSIONAL EDUCATION.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/ACTUAL BOARD/1. LET REVIEWER - PROFESSIONAL EDUCATION.pdf,Good teacher perceives themselves best as:,,,Model of their students and of respectable adults in community.,,Being identified people than with institutions.,,Being identified with students than with other people.,,Basically adequate and generally able to cope with problems.,,,,A,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Correct answer sourced from detected answer key section."
5168,6,1,1. LET REVIEWER - PROFESSIONAL EDUCATION.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/ACTUAL BOARD/1. LET REVIEWER - PROFESSIONAL EDUCATION.pdf,Which of the following emphasizes the right of citizens to quality education?,,,The basic education level,,Tertiary level,,The graduate level,,All levels,,,,D,,Both,Professional Education,Needs Review,Cannot Determine,No,560,0.95,Duplicate,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 560."
5169,7,1,1. LET REVIEWER - PROFESSIONAL EDUCATION.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/ACTUAL BOARD/1. LET REVIEWER - PROFESSIONAL EDUCATION.pdf,Who among the following is the categoryof non-academic personnel as provided for under education act of 1982,,,Guidance councilor,,School principal,,School nurse,,School librarian,,,,C,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Correct answer sourced from detected answer key section."
5170,8,1,1. LET REVIEWER - PROFESSIONAL EDUCATION.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/ACTUAL BOARD/1. LET REVIEWER - PROFESSIONAL EDUCATION.pdf,How is gradual progression of teacher’s salary from minimum to maximum done?,,,Regular increment every year,,Increment after ten years of service,,Regular increment every 3 years,,Increment after five years,,,,C,,Both,Professional Education,Needs Review,Cannot Determine,No,563,0.95,Duplicate,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 563."
5171,9,1,1. LET REVIEWER - PROFESSIONAL EDUCATION.pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/B. PROFESSIONAL EDUCATION/PROF ED DRILLS & NOTES/ACTUAL BOARD/1. LET REVIEWER - PROFESSIONAL EDUCATION.pdf,What appointment can be given to Teacher D who possesses the minimum qualifications but lacks the appropriate civil service eligibility?,,,Contractual basis,,Permanent,,Provisional,,Substitute,,,,C,,Both,Professional Education,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,"Path identifies LET Professional Education, which applies to both Elementary and Secondary LET tracks. Correct answer sourced from detected answer key section."
