No.,Original No.,Page,Source PDF,Source Type,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
759,42,4,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Benito Mussolini is to ________ and Winston Churchill is to ________.,,,Italy and England,,France and America,,Spain and Great Britain,,England and the British Isles,,,,A,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
760,43,4-5,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,The chancellor of Prussia who successfully united Germany and made it a republic was ________.,,,Adolf Hitler,,Otto von Bismark Get more Free LET Reviewers @ www.teachpinas.com,,Lev Caprivi,,Prinz Max Von Baden,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
761,44,5,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Christians engaged Muslims during the ________ in order to win back the Holy Land to Christendom.,,,Holy Wars,,War of Roses,,Crusade,,Punic Wars,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
762,45,5,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Know as Virgin Queen who gave England's most prosperous years in wealth and culture was ________.,,,Queen Victoria,,Queen Elizabeth II,,Queen Elizabeth I,,Queen Marie Antoinette,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
763,46,5,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,The fearless head of the Huns from Mongolia who became the King of Hungary was _________.,,,Genghis Khan,,Attila,,Kubla Khan,,Odoacer,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
764,47,5,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"Among the great teachers and philosophers of the Chou dynasty, ________ wrote the Tao Te Ching.",,,Mencius,,Confucius,,Lao Tzu,,Chou en Lai,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
765,48,5,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Recognized as the author of the American Declaration of Independence was _________.,,,Thomas Jefferson,,Abraham Lincoln,,Benjamin Franklin,,Thomas Paine,,,,A,,LET Secondary,Social Studies,Reading Comprehension,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
766,49,5,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Among English kings ______ broke off with the Roman Catholic Church in 1534 and established himself as the head of the Church of England.,,,King Richard the Great,,Kin James I,,King Charles I,,King Henry VIII,,,,D,,LET Secondary,English,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
767,50,5,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"Among great navigators of the world, _________ first completed the circumnavigation of the earth.",,,Sebastian el Canol,,Vasco de Gama,,Christopher Columbus,,Amerigo Vespucci,,,,A,,LET Secondary,Social Studies,Earth Science,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
768,51,5,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"Which of the following, did NOT belong to the original states of the United State of America?",,,North America,,Connecticut,,California,,New Hampshire,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
769,52,5,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Who was the son of Philip of Macedonia who led his powerful army for successful conquest across Persia up to the western border of India?,,,Alexander the Great,,Charles Martel,,Ivan the Great,,Cyrus the Great,,,,A,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
770,53,5,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,From Sung Dynasty sources in 982 A.D. how did early Chinese traders and geographers call our islands?,,,Malilu,,Ma-yi,,Mintolang,,Lusung,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
771,54,5-6,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,What new name was proposed for the islands during the Marcos regime to eliminate the colonial connotation of the country's present name?,,,Maharlika,,Egyptian Get more Free LET Reviewers @ www.teachpinas.com,,Babylonian,,Assyrian,,,,A,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
772,55,6,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Hammurabi the greatest of early kings who published a great code of law belonged to the ______ empire.,,,Persian,,Egyptian,,Babylonian,,Assyrian,,,,C,,LET Secondary,Social Studies,Government,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
773,56,6,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,The Chaldean King _____________ made Babylon to be the most splendid city in the ancient world. (REM,,,Ptolemaios,,Hammurabi,,Cyrus,,Nebuchadnezzar,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
774,57,6,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Where was the starting point of western civilization?,,,Mesopotamia,,Egypt,,India,,China,,,,A,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
775,58,6,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,The ziggurat towers of the Sumerians were used for ________.,,,palace,,military post,,worship,,watchtower,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
776,59,6,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Who was one of the earliest Greek statesman whose laws gave all classes of citizens some voice in government?,,,Alexander,,Solon,,Pericles,,Philip,,,,B,,LET Secondary,Social Studies,Government,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
777,60,6,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"Who is known in history as the ""greatest king"" who conquered for Persia (550 B.C.) the Median Empire, Lydia, Babylonia and subject state?",,,Cyrus,,Darius,,Xerxes,,Philip,,,,A,,LET Secondary,Social Studies,Statistics,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
778,61,6,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Criticism on the past administration in Malaysia was its being _________ such as in suppressing the press.,,,laissez faire,,autocratic,,fascistic,,authoritarian,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
779,62,6,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Singapore is a de-facto ________ state with lack of separation of powers between the executive branch and the courts.,,,alliance,,one-party,,multi-party,,coalition,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
780,63,6,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,With the dominant People's Action Party Singapore has de-facto _________.,,,rigged,,multi-party,,party-free,,fraudulent,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
781,64,6,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Singapore is recognized by Transparency International as the __________ punishment which is one of the highest in the world.,,,modestly,,most,,least,,extremely,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
782,65,6-7,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Singapore's rigid anti-crime policies is characterized by ________ punishment which is one of the highest in the world.,,,caning,,capital,,corporal,,heavy fines Get more Free LET Reviewers @ www.teachpinas.com,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
783,66,7,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Singapore proves that democracy is not a ________ solution for states.,,,effective,,panacea,,one-size-fits-all,,flawless,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
784,67,7,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,U.S. Government is much alike that of the Philippines with few exceptions such as presidential elections won by ________ votes.,,,congressional,,populist,,electoral college,,parliamentary,,,,C,,LET Secondary,Social Studies,Government,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
785,68,7,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,The government of Indonesia is much alike that the Philippines except for _________ presidential elections during Suharto's regime.,,,parliamentary,,direct,,popular,,indirect,,,,D,,LET Secondary,Social Studies,Government,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
786,69,7,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"Until it recovered after the Asian financial crisis, the Indonesian Yudhoyano administration was beset by several issues EXCEPT __________.",,,corruption,,social unrest,,extreme poverty,,terrorism,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
787,70,7,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"Prior to the sixties, massive manhunt against rebels in Indonesia cause the killing of 500 thousand to one million people suspected of communism comprised by several groups EXCEPT _________.",,,Christians,,leftists,,communists,,ethnic Chinese,,,,A,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
788,71,7,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"Until the revolution in 1932, Thailand was an absolute __________.",,,republic,,dictatorship,,commonwealth,,monarchy,,,,D,,LET Secondary,Social Studies,Philippine History,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
789,72,7,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Several coups changed Thailand's government into a __________.,,,constitutional democracy,,people's republic,,military dictatorship,,absolute monarchy,,,,C,,LET Secondary,Social Studies,Government,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
790,73,7,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,What most basic human right is violated by alleged extra-judicial killings such as by vigilantes?,,,Right to life,,Freedom of conscience,,Freedom o assembly,,Freedom and justice,,,,A,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
791,74,7,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,What right is violated by propaganda that suppresses opposition news?,,,Freedom of conscience,,Freedom of the press,,Freedom of assembly,,Freedom against conscription,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
792,75,7,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Through what highest organ of the state does China remain representative of its people under its accepted national leadership?,,,National People's Congress,,Communist Party cadre,,Communist politburo,,Secretary General of the Communist Party,,,,A,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
793,76,7-8,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"In China the _________ government builds the consensus among party leaders, influential party members and the people.",,,local,,district,,central Get more Free LET Reviewers @ www.teachpinas.com,,provincial,,,,C,,LET Secondary,Social Studies,Government,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
794,77,8,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,China's National People's Congress build is the highest organization of the state government which meets every __________.,,,week,,month,,year,,day,,,,C,,LET Secondary,Social Studies,Government,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
795,78,8,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,No one is above the law. Ours is a government of laws and not of men. Which principle is referred to ?,,,Right of the minority,,Rule of law,,Sovereignty of the people,,Democracy,,,,B,,LET Secondary,Social Studies,Government,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
796,79,8,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"When Joseph concealed the fact during marriage that he was a homosexual, he committed the crime of __________.",,,concubinage,,adultery,,fraud,,no crime,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
797,80,8,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,When the court granted Pete and Jerry separation from bed and board this frees the from _______.,,,sleeping in one bed and one house,,conjugal relations and same domicile,,care or children,,share in financing,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
798,81,8,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,How is marriage considered if a spouse discovers that the person he/she married has psychological incapacity?,,,Void from the beginning,,Void after the discovery,,Valid until annulled,,Valid and licit,,,,A,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
799,82,8,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"These area cases when marriage is not allowed under the Family Code of the Philippines, EXCEPT _________.",,,grandparent with grandchild,,collateral blood relations to 5th degree,,step-parent with step-child,,parent-in-law and children-in-law,,,,B,,LET Secondary,Social Studies,Geometry,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
800,83,8,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,What is the human rights violation in mind by the 1995 UN Committee on Economic and International Rights when it reprimanded entrenched conservative religious influences?,,,Freedom of religious conscience,,Freedom of speech,,Freedom to travel,,Right to planned parenthood,,,,D,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.95,Ready for Upload,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
801,84,8,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,The political parties in Malaysia re viewed as being not modern because they are comprised by _________ individuals and groups.,,,conservative,,elitist,,interest,,religious,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
802,85,8,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"The Hispanic Governor General ruled like a monarch in the Philippines and Marianas, Carolines and Palaus then part of the Hispanic Philippines for many reason EXCEPT ________.",,,act as president of the royal audiencia,,directly appoint parish priests and settle religious controversies,,appoint and receive ambassadors from other countries,,exercise Cumplase veto power over Hispanic law in the Philippines,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
803,86,8-9,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,Singapore's Prime Minister Lee Histen Loong's salary which is six times higher than that of the U.S. president in justified by the need for a __________ state.,,,corruption-free,,religious Get more Free LET Reviewers @ www.teachpinas.com,,autocratic,,Confucian,,,,A,,LET Secondary,Social Studies,Government,Cannot Determine,No,,0.70,Needs Review,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section.
804,87,9,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,"Despite many successful reforms, President Obama wass described as a "" lame-duck"" president because of _________ by the Republican Party.",,,ban control,,power politics,,veto power,,denial plot,,,,B,,LET Secondary,Social Studies,Government,Cannot Determine,No,590,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 590.
805,88,9,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,These were the effects of Thailand's 2014 National Council of Peace and Order military junta EXCEPT ______.,,,ban on political gatherings,,nationwide curfew,,cessation of economic life,,arrest of politicians,,,,C,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,591,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 591.
806,89,9,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,What can be done to temper the effects of massive employment of foreign Filipino labor overseas that endanger family integration?,,,Limit overseas deployment,,Provide loans to OFW families,,Safeguard balikbayan boxes,,Assist OFWs in overseas work,,,,D,,LET Secondary,Filipino,Needs Review,Cannot Determine,No,592,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 592.
807,90,9,SOCIAL SCIENCE (5).pdf,pdf,/Users/lyndon/All reviewers/-LET REVIEWER 2026/C. MAJOR SUBJECTS/F. SOCIAL SCIENCE - SOCIAL STUDIES/2. Drills B/SOCIAL SCIENCE (5).pdf,What is feasible move to stop the conflict that endangers lives in the Southern Philippines?,,,Peace talks,,Federal autonomy to regions,,Enlist Muslim fighters in the AFP,,Reconciliation among religions,,,,B,,LET Secondary,Social Studies,Needs Review,Cannot Determine,No,593,0.95,Duplicate,Path identifies a LET Secondary major/specialization source. Correct answer sourced from detected answer key section. Duplicate or near-duplicate of row 593.
