No.,Original No.,Page,Source PDF,Source Path,Question,Passage Reference,Question Image Reference,Choice A,Choice A Image Reference,Choice B,Choice B Image Reference,Choice C,Choice C Image Reference,Choice D,Choice D Image Reference,Choice E,Choice E Image Reference,Correct Answer,Explanation,LET Exam Type,Subject Area,Topic,Difficulty,Has Image,Duplicate Of,Confidence,Status,Notes
121,71,4,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,Which of the following is not true of fungi?,,,Some are pathogenic,,Some are photosynthetic,,Some are edible,,Form symbiotic relation with algae,,,,B,Answer key: B,LET Secondary,Biological Science,Microbiology and Immunology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
122,72,4,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,Which of the following is not true of plants?,,,Some are pathogenic,,Some are photosynthetic,,Some are edible,,Form symbiotic relation with algae,,,,D,Answer key: D,LET Secondary,Biological Science,Botany,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
123,73,5,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,Which of the following is considered multi cellular?,,,Embryo,,Fertilized egg,,Egg cell,,Sperm cell,,,,A,Answer key: A,LET Secondary,Biological Science,Cell Biology and Biochemistry,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
124,74,5,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,What hormone promotes the growth of the uterine lining for the implantation of the embryo?,,,Lactogenic hormone,,Progesterone,,Testosterone,,Oxytocen,,,,B,Answer key: B,LET Secondary,Biological Science,Anatomy and Physiology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
125,75,5,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,Which of the following pair of organisms are closely related?,,,Spider and mosquito,,Frog and crocodile,,Man and monkey,,Ants and aphids,,,,C,Answer key: C,LET Secondary,Biological Science,Biological Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
126,76,5,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,What does it mean if the blood pressure of human is 110/70?,,,The systolic pressure is 70,,The diastolic pressure is 70,,The pulse rate is 110 beats per minute,,Both B and C,,,,B,Answer key: B,LET Secondary,Biological Science,Anatomy and Physiology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
127,77,5,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,Which of the following happens when man exhale?,,,The residual volume of the lungs decreases,,The diaphragm contracts,,The volume of the thoracic cavity decreases,,The lung contracts,,,,C,Answer key: C,LET Secondary,Biological Science,Biological Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
128,78,6,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,Which of the following regulate breathing?,,,RBC concentration,,Number of haemoglobin,,Hormone level in blood,,CO2 and O2 concentration and pH level sensors,,,,D,Answer key: D,LET Secondary,Biological Science,Biological Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
129,79,6,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,Which of the following has the lowest velocity of blood flow.,,,Veins,,Arteries,,Capillaries,,Arterioles,,,,A,Answer key: A,LET Secondary,Biological Science,Anatomy and Physiology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
130,80,6,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,How many carbon atoms can each pyruvic acid supply into the Kirb’s cycle?,,,8,,6,,4,,2,,,,D,Answer key: D,LET Secondary,Biological Science,Biological Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
131,81,6,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,How many oxygen is required each time to a molecule of glucose is completely oxidized through aerobic respiration?,,,3,,6,,12,,24,,,,B,Answer key: B,LET Secondary,Biological Science,Anatomy and Physiology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
132,82,6,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,Which of the following will not be accepted by glycolysis for catabolism?,,,Starch,,Glycerol,,Fatty acid,,Sucrose,,,,C,Answer key: C,LET Secondary,Biological Science,Biological Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
133,83,7,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,Which of the following characteristic is common between echinoderms and cnidarians?,,,They are both radically symmetrical,,They have segmented bodies,,Both have stinging cells,,They have three embryonic tissue layers,,,,A,Answer key: A,LET Secondary,Biological Science,Biological Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
134,84,7,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,Which of the following is true of Phylum Chordata? I.Presence of notochord that provides skeletal support for gas exchange into the central nervous system,,,II and III,,I and II,,I and III,,"I, II and III",,,,D,Answer key: D,LET Secondary,Biological Science,Anatomy and Physiology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
135,85,7,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,Which of the following cannot be associated with fungi?,,,Absorptive nutrition,,Decomposers,,Autotrophs,,Spore production,,,,C,Answer key: C,LET Secondary,Biological Science,Microbiology and Immunology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
136,86,7,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,Which of the following does not involve mitosis?,,,Development of embryo,,Growth,,Production of gametes,,Repairing of damaged tissues,,,,C,Answer key: C,LET Secondary,Biological Science,Genetics and Heredity,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
137,87,7,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,Which of the followings is true of mammals?,,,I and II,,II and III,,I and III,,"I, II and III",,,,D,Answer key: D,LET Secondary,Biological Science,Zoology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
138,88,8,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,What term describes an egg develop into a new organism without itself being fertilized be a sperm?,,,Regeneration,,Conjugation,,Parthenogenesis,,Fusion,,,,C,Answer key: C,LET Secondary,Biological Science,Biological Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
139,89,8,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,Which of the following is responsible for formation of blood cell?,,,Cartilage,,Bone narrow,,Joints,,Tendons,,,,B,Answer key: B,LET Secondary,Biological Science,Cell Biology and Biochemistry,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
140,90,8,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,What is most likely happen when a species cannot adapt to the changes in the environment?,,,It will be transform to another form,,It will become extinct,,It will be isolated,,It will grow old,,,,B,Answer key: B,LET Secondary,Biological Science,Evolution and Classification,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
141,91,8,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,What term is used to describe the released of matured egg cell from the ovary?,,,Fertilization,,Copulation,,Ovulation,,Germination,,,,C,Answer key: C,LET Secondary,Biological Science,Cell Biology and Biochemistry,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
142,92,8,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,Which of the following blood cells is responsible for blood clotting?,,,Erythrocytes,,Leukocytes,,Thrombocytes,,Neutrophils,,,,C,Answer key: C,LET Secondary,Biological Science,Cell Biology and Biochemistry,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
143,93,9,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,Where does ectopic pregnancy occur?,,,Uterus,,Ovary,,Cervix,,Fallopian tube,,,,D,Answer key: D,LET Secondary,Biological Science,Biological Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
144,94,9,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,Why is cell membrane semi permeability important?,,,It is important in determining the size of the cell,,It controls the kind of substances that enters and leaves the cell,,It controls the pressure and energy gradient,,It allows the molecules to diffuse freely in and out of the cell,,,,B,Answer key: B,LET Secondary,Biological Science,Cell Biology and Biochemistry,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
145,95,9,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,What theory of evolution accounts for snake’s disappearance of legs and development of giraffe’s long neck?,,,Theory of use and disuse,,Theory of natural selection,,Theory of chromosomal change,,Theory of action and interaction,,,,A,Answer key: A,LET Secondary,Biological Science,Evolution and Classification,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
146,96,9,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,Which hormone is insufficient in cretinism?,,,Glucagon,,Adrenalin,,Insulin,,Thyroxine,,,,D,Answer key: D,LET Secondary,Biological Science,Anatomy and Physiology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
147,97,9,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,Which of the following is both endocrine and an exocrine gland?,,,Gastric glands,,Thyroid glands,,Pituitary glands,,Pancreas,,,,D,Answer key: D,LET Secondary,Biological Science,Anatomy and Physiology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
148,98,10,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,What organ is controlled by the automatic nervous system?,,,Skeletal,,Muscles,,Heart,,Both A and B,,,,C,Answer key: C,LET Secondary,Biological Science,Anatomy and Physiology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
149,99,10,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,"What do you call food in a semi-liquid form, partially digested and mixed with hydrochloric acid?",,,Gastric secretion,,Gastric fluid,,Mucosa,,Chime,,,,D,Answer key: D,LET Secondary,Biological Science,Anatomy and Physiology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
150,100,10,BSED Biological Science P3.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P3.pdf,Which is considered the master gland due to its influence on the activity of all the other glands?,,,Thyroid,,Adrenal,,Pituitary,,Parathyroid BIOSCI-,,,,C,Answer key: C,LET Secondary,Biological Science,Anatomy and Physiology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
151,1,1,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,Which of the following best describes the structure of DNA?,,,Single helix of amino acids,,Double helix of nucleotides,,Triple strand of sugars,,Chain of fatty acids,,,,B,DNA’s structure discovered by Watson and Crick.,LET Secondary,Biological Science,Genetics and Heredity,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
152,2,1,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,What are the building blocks of proteins?,,,Sugars,,Amino acids,,Nucleotides,,Lipids,,,,B,Basic units of proteins.,LET Secondary,Biological Science,Biological Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
153,3,1,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,"In the cell cycle, DNA replication occurs during:",,,G1 phase,,S phase,,G2 phase,,M phase,,,,B,Stage of DNA replication.,LET Secondary,Biological Science,Genetics and Heredity,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
154,4,1,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,Which process produces identical daughter cells?,,,Meiosis,,Mitosis,,Fertilization,,Crossing over,,,,B,Produces identical cells.,LET Secondary,Biological Science,Cell Biology and Biochemistry,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
155,5,1,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,The function of ribosomes is to:,,,Store energy,,Produce proteins,,Regulate osmosis,,Control cell division,,,,B,Function of ribosomes.,LET Secondary,Biological Science,Cell Biology and Biochemistry,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
156,6,1,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,Who is known as the “Father of Genetics”?,,,Charles Darwin,,Gregor Mendel,,Carl Linnaeus,,Louis Pasteur,,,,B,Studied inheritance using pea plants.,LET Secondary,Biological Science,Genetics and Heredity,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
157,7,1,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,The physical expression of genes is called:,,,Genotype,,Phenotype,,Chromosome,,Allele,,,,B,Observable traits.,LET Secondary,Biological Science,Genetics and Heredity,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
158,8,1,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,"When both alleles are expressed equally, it is called:",,,Codominance,,Incomplete dominance,,Recessive inheritance,,Mutation,,,,A,Both alleles expressed equally.,LET Secondary,Biological Science,Genetics and Heredity,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
159,9,1,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,The 23rd pair of human chromosomes determines:,,,Eye color,,Blood type,,Sex,,Height,,,,C,Determined by the 23rd pair (XX or XY).,LET Secondary,Biological Science,Genetics and Heredity,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
160,10,2,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,Which genetic disorder is caused by an extra chromosome 21?,,,Down syndrome,,Turner syndrome,,Hemophilia,,Cystic fibrosis,,,,A,Caused by trisomy 21.,LET Secondary,Biological Science,Genetics and Heredity,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
161,11,2,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,The idea that only organisms best adapted to their environment survive and reproduce is:,,,Mutation theory,,Natural selection,,Gene flow,,Genetic drift,,,,B,Best-adapted organisms survive.,LET Secondary,Biological Science,Biological Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
162,12,2,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,Which evidence best supports the theory of evolution?,,,Fossils and homologous structures,,Myths and traditions,,Folklore,,Horoscope,,,,A,Evidence of evolution.,LET Secondary,Biological Science,Evolution and Classification,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
163,13,2,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,The process by which species evolve into many new forms to occupy different niches is:,,,Adaptive radiation,,Genetic recombination,,Speciation,,Artificial selection,,,,A,Diversification from a common ancestor.,LET Secondary,Biological Science,Evolution and Classification,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
164,14,2,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,The scientist who proposed the binomial naming system was:,,,Gregor Mendel,,Carl Linnaeus,,Charles Darwin,,Jean Lamarck,,,,B,Created binomial nomenclature.,LET Secondary,Biological Science,Botany,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
165,15,2,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,Which of the following is an example of homologous structures?,,,Bat wing and whale flipper,,Bird wing and butterfly wing,,Fish fin and insect leg,,Plant leaf and root,,,,A,Show common ancestry.,LET Secondary,Biological Science,Evolution and Classification,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
166,16,2,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,The non-living components of an ecosystem are called:,,,Producers,,Abiotic factors,,Consumers,,Decomposers,,,,B,Non-living environmental components.,LET Secondary,Biological Science,Ecology and Environment,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
167,17,2,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,"In a food chain, which organisms are primary producers?",,,Fungi,,Plants,,Animals,,Bacteria,,,,B,Producers that convert sunlight to energy.,LET Secondary,Biological Science,Biological Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
168,18,2,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,Which of the following represents a correct energy flow?,,,Consumers → Sun → Producers,,Sun → Producers → Consumers,,Producers → Consumers → Sun,,Sun → Decomposers → Producers,,,,B,Energy flow direction.,LET Secondary,Biological Science,Biological Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
169,19,3,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,The role of an organism in its ecosystem is called its:,,,Habitat,,Niche,,Trophic level,,Population,,,,B,Functional role of an organism.,LET Secondary,Biological Science,Ecology and Environment,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
170,20,3,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,Eutrophication in lakes is primarily caused by:,,,Excess nutrients from fertilizers,,Lack of sunlight,,Acid rain,,Overfishing V. Anatomy and Physiology,,,,A,Cause algal bloom and oxygen depletion.,LET Secondary,Biological Science,Ecology and Environment,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
171,21,3,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,Which blood component helps in clotting?,,,Red blood cells,,White blood cells,,Platelets,,Plasma,,,,C,Responsible for clotting.,LET Secondary,Biological Science,Anatomy and Physiology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
172,22,3,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,The main organ of gas exchange in humans is the:,,,Trachea,,Lung,,Heart,,Liver,,,,B,Main organ of respiration.,LET Secondary,Biological Science,Biological Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
173,23,3,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,What is the function of the cerebrum?,,,Breathing,,Coordination,,Thinking and reasoning,,Digestion,,,,C,Cerebrum’s main function.,LET Secondary,Biological Science,Biological Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
174,24,3,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,Which part of the heart pumps oxygenated blood to the body?,,,Right atrium,,Left ventricle,,Right ventricle,,Left atrium,,,,B,Pumps oxygenated blood to the body.,LET Secondary,Biological Science,Anatomy and Physiology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
175,25,3,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,The part of the eye that controls the amount of light entering is the:,,,Lens,,Pupil,,Iris,,Retina,,,,C,Controls pupil size and light entry.,LET Secondary,Biological Science,Biological Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
176,26,3,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,Vaccines help protect the body by:,,,Killing pathogens directly,,Stimulating antibody production,,Blocking nerve signals,,Reducing body temperature,,,,B,How vaccines work.,LET Secondary,Biological Science,Microbiology and Immunology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
177,27,3,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,Which of the following diseases is caused by bacteria?,,,Influenza,,Tuberculosis,,Malaria,,Dengue,,,,B,Caused by Mycobacterium tuberculosis.,LET Secondary,Biological Science,Microbiology and Immunology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
178,28,3,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,The organism that decomposes dead matter is called a:,,,Producer,,Consumer,,Decomposer,,Predator,,,,C,Breaks down organic material.,LET Secondary,Biological Science,Biological Science,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
179,29,4,BSED Biological Science P4.pdf,/Users/lyndon/All reviewers/Sept2026_LET Reviewer Files/L. BSED - Biological Science-/BSED Biological Science P4.pdf,Pasteurization was developed by:,,,Robert Koch,,Louis Pasteur,,Alexander Fleming,,Edward Jenner,,,,B,Developed pasteurization.,LET Secondary,Biological Science,Microbiology and Immunology,3,No,,0.98,Ready for Upload,Path and PDF header indicate BSED/Secondary Biological Science major. Correct answer sourced from source PDF answer key.
